loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
10000, 36 months,5.32,301.15,A,A1,2 years,OWN,60000.0,Not Verified,May-2016,Fully Paid,major_purchase,11.36,Dec-2004,5.0,0.0,7279,30.7,20.0,w,Individual,0.0,0.0
40000, 36 months,11.55,1320.0,B,B4,10+ years,MORTGAGE,100199.0,Verified,Jul-2018,Fully Paid,debt_consolidation,14.31,Dec-2005,7.0,0.0,16659,54.8,12.0,w,Individual,1.0,0.0
10000, 36 months,10.78,326.35,B,B4,10+ years,RENT,40000.0,Verified,Jan-2016,Fully Paid,debt_consolidation,21.54,Nov-2004,13.0,0.0,13637,44.1,20.0,f,Individual,3.0,0.0
12000, 60 months,21.45,327.69,D,D5,5 years,MORTGAGE,90000.0,Source Verified,Jul-2017,Charged Off,other,15.24,Sep-2007,7.0,0.0,1758,32.6,13.0,w,Individual,2.0,0.0
40000, 36 months,6.71,1229.79,A,A3,6 years,MORTGAGE,327843.0,Not Verified,Apr-2018,Fully Paid,debt_consolidation,5.44,Aug-2004,8.0,0.0,57691,65.6,48.0,w,Individual,4.0,0.0
6000, 36 months,7.97,187.94,A,A5,10+ years,MORTGAGE,43214.0,Source Verified,Oct-2017,Fully Paid,debt_consolidation,8.05,May-2007,11.0,1.0,18113,48.5,14.0,w,Individual,0.0,1.0
12000, 36 months,7.49,373.22,A,A4,9 years,MORTGAGE,90000.0,Not Verified,Jan-2016,Fully Paid,debt_consolidation,17.4,Feb-1994,9.0,1.0,10943,30.9,28.0,w,Individual,4.0,1.0
35000, 36 months,13.99,1196.05,C,C4,< 1 year,RENT,110000.0,Source Verified,Sep-2015,Fully Paid,debt_consolidation,24.65,Nov-1992,8.0,0.0,17439,70.3,36.0,f,Individual,2.0,0.0
15000, 36 months,13.35,507.95,C,C2,2 years,RENT,120000.0,Source Verified,Jun-2014,Fully Paid,small_business,4.97,Mar-2002,8.0,0.0,8529,71.7,16.0,w,Individual,0.0,0.0
25000, 36 months,5.93,759.76,A,A1,1 year,MORTGAGE,119364.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,13.68,May-1984,17.0,0.0,25198,21.7,34.0,w,Individual,2.0,0.0
6400, 36 months,10.99,209.5,B,B4,5 years,RENT,45000.0,Source Verified,May-2015,Fully Paid,credit_card,5.81,May-1986,7.0,0.0,9621,66.8,7.0,f,Individual,0.0,0.0
14400, 60 months,26.24,433.2,E,E5,10+ years,MORTGAGE,98440.0,Verified,Mar-2017,Fully Paid,debt_consolidation,23.07,Jun-2007,10.0,2.0,12305,61.5,11.0,w,Individual,2.0,1.0
5500, 60 months,16.82,136.16,E,E2,< 1 year,OWN,28000.0,Not Verified,Jul-2010,Fully Paid,debt_consolidation,21.6,May-2001,8.0,0.0,12363,87.1,13.0,f,Individual,,0.0
10000, 36 months,10.75,326.21,B,B4,,RENT,43000.0,Verified,Apr-2016,Fully Paid,debt_consolidation,31.01,Jan-2003,10.0,2.0,3713,11.3,20.0,f,Individual,1.0,0.0
13800, 36 months,13.99,471.59,C,C3,3 years,RENT,35000.0,Source Verified,Sep-2016,Charged Off,car,8.13,Mar-2008,6.0,0.0,2264,9.1,6.0,w,Individual,0.0,0.0
24000, 36 months,6.49,735.47,A,A2,10+ years,MORTGAGE,94600.0,Source Verified,Jan-2016,Fully Paid,debt_consolidation,11.28,May-1995,17.0,0.0,7923,24.2,39.0,w,Individual,4.0,0.0
16425, 36 months,24.49,648.64,E,E3,9 years,RENT,72000.0,Verified,Jul-2016,Charged Off,debt_consolidation,4.47,Dec-2001,6.0,0.0,8164,84.2,8.0,w,Individual,0.0,0.0
17100, 36 months,13.98,584.28,C,C3,10+ years,MORTGAGE,86000.0,Verified,May-2014,Fully Paid,major_purchase,32.78,Aug-1999,12.0,0.0,27144,72.0,35.0,w,Individual,2.0,0.0
4800, 36 months,11.67,158.68,B,B4,10+ years,MORTGAGE,95000.0,Not Verified,Oct-2014,Fully Paid,car,20.46,Jun-1991,7.0,0.0,8805,43.2,43.0,w,Individual,6.0,0.0
28000, 36 months,7.89,876.0,A,A5,4 years,RENT,92000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,14.42,Sep-1998,17.0,0.0,41900,63.0,43.0,w,Individual,1.0,0.0
19125, 36 months,13.11,645.42,B,B4,10+ years,MORTGAGE,43000.0,Verified,Mar-2013,Fully Paid,debt_consolidation,34.35,Aug-1994,10.0,0.0,21947,58.8,22.0,f,Individual,2.0,0.0
4200, 36 months,15.31,146.24,C,C4,10+ years,RENT,74000.0,Not Verified,May-2014,Fully Paid,debt_consolidation,12.47,Jun-2001,12.0,0.0,16416,78.2,30.0,w,Individual,4.0,0.0
18000, 36 months,6.99,555.71,A,A2,3 years,OWN,85000.0,Source Verified,Jul-2016,Fully Paid,debt_consolidation,19.81,Mar-2002,12.0,0.0,11567,36.3,25.0,f,Individual,2.0,0.0
10000, 36 months,7.97,313.23,A,A5,,RENT,46834.2,Source Verified,Nov-2017,Fully Paid,moving,9.16,Aug-1990,14.0,0.0,2460,5.4,19.0,w,Individual,0.0,0.0
20000, 60 months,13.49,460.1,C,C2,10+ years,MORTGAGE,88000.0,Not Verified,Oct-2016,Charged Off,small_business,17.18,Feb-2002,12.0,0.0,76732,58.2,26.0,w,Individual,3.0,0.0
10000, 60 months,16.99,248.48,D,D3,3 years,RENT,71240.0,Verified,Sep-2014,Charged Off,debt_consolidation,18.46,Nov-2000,14.0,0.0,11725,42.9,20.0,w,Individual,0.0,0.0
20000, 36 months,11.44,658.95,B,B4,< 1 year,MORTGAGE,85000.0,Source Verified,Dec-2016,Fully Paid,debt_consolidation,15.93,Nov-1989,11.0,0.0,16071,76.2,20.0,w,Individual,1.0,0.0
8000, 36 months,10.78,261.08,B,B4,,RENT,34500.0,Source Verified,Feb-2016,Fully Paid,debt_consolidation,24.97,Apr-1994,6.0,1.0,240,2.8,40.0,w,Individual,1.0,1.0
19425, 60 months,12.42,436.24,B,B4,2 years,MORTGAGE,38702.78,Verified,Oct-2011,Charged Off,debt_consolidation,18.45,Oct-2000,10.0,0.0,6782,27.5,20.0,f,Individual,,0.0
19700, 36 months,15.59,688.62,C,C5,10+ years,MORTGAGE,107000.0,Source Verified,Oct-2016,Fully Paid,debt_consolidation,25.34,Oct-1988,15.0,1.0,9591,32.8,40.0,w,Individual,7.0,0.0
8000, 36 months,7.07,247.28,A,A2,2 years,MORTGAGE,114800.0,Not Verified,Jul-2017,Fully Paid,credit_card,9.05,Oct-2003,10.0,0.0,7955,23.2,27.0,w,Individual,1.0,0.0
26400, 60 months,12.69,596.5,C,C2,9 years,MORTGAGE,150200.0,Source Verified,Apr-2015,Fully Paid,credit_card,16.54,Jan-1990,12.0,0.0,46657,86.9,41.0,w,Individual,2.0,0.0
8000, 36 months,9.75,257.2,B,B3,2 years,RENT,30000.0,Not Verified,Jun-2016,Charged Off,credit_card,36.44,Sep-2002,18.0,0.0,11561,57.8,21.0,w,Individual,0.0,0.0
8300, 36 months,11.99,275.64,B,B5,2 years,RENT,28000.0,Verified,Feb-2018,Fully Paid,debt_consolidation,26.7,Aug-2011,5.0,0.0,7732,36.1,19.0,f,Individual,0.0,0.0
9600, 36 months,5.93,291.75,A,A1,4 years,MORTGAGE,60000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,19.84,Sep-2005,7.0,0.0,11563,66.5,33.0,f,Individual,1.0,0.0
2000, 36 months,23.13,77.56,F,F1,10+ years,MORTGAGE,38000.0,Source Verified,Mar-2016,Fully Paid,medical,48.56,Nov-1989,10.0,0.0,20054,86.1,14.0,f,Individual,0.0,0.0
11000, 36 months,6.24,335.84,A,A2,10+ years,MORTGAGE,50000.0,Not Verified,Aug-2015,Fully Paid,credit_card,20.14,Sep-1998,13.0,0.0,11003,17.9,25.0,f,Individual,1.0,0.0
7000, 36 months,6.89,215.79,A,A3,10+ years,MORTGAGE,69000.0,Not Verified,May-2015,Fully Paid,debt_consolidation,22.02,Oct-2002,11.0,0.0,6752,30.7,26.0,w,Individual,4.0,0.0
7500, 36 months,22.39,287.95,E,E1,4 years,RENT,26200.0,Verified,Jul-2016,Charged Off,debt_consolidation,26.2,Nov-2008,8.0,0.0,8324,95.7,9.0,f,Individual,0.0,0.0
3225, 36 months,13.67,109.71,B,B5,3 years,RENT,28000.0,Source Verified,Nov-2013,Fully Paid,debt_consolidation,9.39,Nov-2006,7.0,1.0,7299,41.9,12.0,f,Individual,0.0,1.0
8400, 36 months,14.08,287.42,C,C3,< 1 year,MORTGAGE,60000.0,Not Verified,Jun-2017,Fully Paid,debt_consolidation,32.08,Aug-2003,10.0,0.0,3460,26.2,32.0,f,Joint App,2.0,0.0
5000, 36 months,12.99,168.45,B,B5,,RENT,35000.0,Verified,Apr-2014,Fully Paid,debt_consolidation,5.25,Mar-1987,6.0,2.0,3517,20.9,33.0,w,Individual,4.0,1.0
3250, 36 months,17.27,116.31,C,C5,6 years,RENT,23000.0,Not Verified,May-2013,Fully Paid,credit_card,14.03,Apr-2007,9.0,0.0,7643,78.8,11.0,f,Individual,0.0,0.0
6275, 36 months,16.29,221.51,D,D1,10+ years,MORTGAGE,60000.0,Source Verified,Apr-2016,Fully Paid,home_improvement,13.04,Sep-2004,7.0,0.0,3704,88.2,11.0,f,Individual,1.0,0.0
3650, 36 months,20.99,137.5,E,E5,2 years,RENT,17000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,16.17,Nov-1999,10.0,0.0,7073,72.9,24.0,f,Individual,0.0,0.0
1500, 36 months,9.99,48.4,B,B3,9 years,RENT,80000.0,Verified,Aug-2015,Charged Off,medical,18.23,Jul-1996,31.0,0.0,18914,22.0,40.0,f,Individual,0.0,0.0
7000, 36 months,8.18,219.94,B,B1,3 years,RENT,35000.0,Not Verified,Aug-2015,Fully Paid,debt_consolidation,21.3,Sep-2007,12.0,0.0,6514,29.9,18.0,f,Individual,0.0,0.0
25000, 60 months,14.16,583.79,C,C2,10+ years,MORTGAGE,60000.0,Verified,Feb-2014,Fully Paid,debt_consolidation,18.5,Nov-1992,11.0,0.0,30382,44.4,27.0,f,Individual,7.0,0.0
25375, 60 months,19.99,672.15,E,E4,10+ years,OWN,66800.0,Verified,Nov-2015,Fully Paid,debt_consolidation,31.71,Jul-2003,13.0,0.0,19341,97.7,23.0,w,Individual,1.0,0.0
4000, 36 months,11.53,131.97,B,B5,1 year,MORTGAGE,60000.0,Not Verified,Feb-2015,Fully Paid,car,14.54,Nov-2002,8.0,0.0,11993,69.3,17.0,f,Individual,1.0,0.0
11875, 36 months,6.03,361.43,A,A1,10+ years,MORTGAGE,32886.0,Verified,Mar-2012,Charged Off,debt_consolidation,20.8,Sep-1986,16.0,0.0,23490,30.5,42.0,f,Individual,1.0,0.0
16000, 36 months,13.99,546.77,C,C4,10+ years,MORTGAGE,85272.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,24.4,Oct-1994,20.0,2.0,15235,65.0,54.0,f,Individual,2.0,1.0
35000, 36 months,17.27,1252.56,D,D2,10+ years,OWN,115000.0,Source Verified,Jun-2016,Fully Paid,debt_consolidation,16.89,Aug-2007,5.0,0.0,19370,96.8,11.0,f,Individual,3.0,0.0
12000, 60 months,11.99,266.88,B,B5,2 years,RENT,68000.0,Not Verified,Oct-2017,Fully Paid,debt_consolidation,10.7,Apr-2003,3.0,0.0,1800,43.9,20.0,w,Individual,1.0,0.0
21000, 36 months,8.18,659.81,B,B1,3 years,MORTGAGE,175000.0,Not Verified,Aug-2015,Charged Off,debt_consolidation,13.13,Mar-2004,21.0,0.0,14683,30.6,50.0,w,Individual,6.0,0.0
10000, 60 months,20.0,264.94,D,D4,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2017,Charged Off,debt_consolidation,22.71,Jan-1993,7.0,1.0,32109,79.7,17.0,w,Individual,1.0,1.0
20000, 60 months,13.33,458.45,C,C3,9 years,RENT,74000.0,Source Verified,Oct-2015,Charged Off,debt_consolidation,34.94,Apr-2005,18.0,0.0,4333,3.6,23.0,w,Individual,0.0,0.0
10000, 60 months,21.45,273.08,D,D5,2 years,MORTGAGE,67600.0,Verified,Nov-2017,Charged Off,debt_consolidation,9.83,Sep-1995,8.0,0.0,12596,67.4,12.0,w,Individual,1.0,0.0
18000, 36 months,11.49,593.49,B,B5,10+ years,MORTGAGE,220000.0,Source Verified,Jul-2016,Fully Paid,home_improvement,8.28,Nov-1991,7.0,1.0,5006,60.3,21.0,w,Individual,1.0,1.0
13000, 36 months,9.17,414.43,B,B2,1 year,RENT,33000.0,Not Verified,Jun-2015,Fully Paid,debt_consolidation,8.52,Oct-2007,7.0,0.0,11810,60.9,11.0,w,Individual,0.0,0.0
7000, 36 months,22.74,270.03,E,E1,10+ years,MORTGAGE,125000.0,Source Verified,Apr-2017,Fully Paid,debt_consolidation,16.6,May-1998,10.0,0.0,13967,57.0,24.0,f,Individual,6.0,0.0
14700, 36 months,14.47,505.78,C,C2,10+ years,MORTGAGE,95000.0,Source Verified,Jul-2018,Fully Paid,other,22.26,Feb-1998,9.0,0.0,15506,34.7,14.0,w,Individual,0.0,0.0
14500, 36 months,10.75,473.0,B,B2,< 1 year,MORTGAGE,45760.0,Not Verified,Sep-2010,Charged Off,small_business,18.51,Jun-2001,5.0,0.0,0,0.0,10.0,f,Individual,,0.0
35000, 36 months,14.09,1197.75,B,B5,10+ years,MORTGAGE,86000.0,Verified,Feb-2013,Fully Paid,debt_consolidation,28.51,Jun-1987,10.0,0.0,14528,52.8,23.0,f,Individual,1.0,0.0
23000, 36 months,16.02,808.84,C,C5,10+ years,OWN,63000.0,Source Verified,Dec-2017,Fully Paid,debt_consolidation,20.51,Jun-2004,16.0,0.0,6579,31.6,34.0,w,Individual,2.0,0.0
5000, 60 months,13.23,114.36,C,C1,5 years,MORTGAGE,80000.0,Not Verified,Jun-2010,Fully Paid,car,8.83,Mar-1997,4.0,0.0,7052,46.1,39.0,f,Individual,,0.0
24000, 36 months,10.15,776.11,B,B2,7 years,MORTGAGE,325000.0,Source Verified,Sep-2014,Fully Paid,debt_consolidation,13.99,May-1992,27.0,0.0,163708,56.8,61.0,w,Individual,3.0,0.0
6500, 36 months,9.16,207.19,B,B2,9 years,MORTGAGE,32000.0,Source Verified,Mar-2016,Fully Paid,debt_consolidation,19.13,Apr-1991,17.0,2.0,5606,24.8,27.0,w,Individual,3.0,1.0
28000, 60 months,10.78,605.73,B,B4,10+ years,OWN,120000.0,Source Verified,Jan-2016,Fully Paid,credit_card,33.47,Jul-1996,27.0,0.0,170420,87.2,53.0,w,Individual,4.0,0.0
10000, 36 months,16.99,356.48,D,D1,1 year,RENT,46000.0,Source Verified,Nov-2016,Fully Paid,debt_consolidation,13.23,Jun-2013,11.0,0.0,5341,27.1,14.0,w,Individual,0.0,0.0
16000, 36 months,14.65,551.91,C,C3,5 years,MORTGAGE,200000.0,Verified,Nov-2011,Fully Paid,credit_card,13.34,Oct-1997,9.0,1.0,13466,78.7,26.0,f,Individual,,1.0
17050, 60 months,14.33,399.65,C,C1,5 years,MORTGAGE,48680.0,Verified,May-2013,Fully Paid,debt_consolidation,26.7,Jun-1990,12.0,0.0,25339,69.2,20.0,f,Individual,2.0,0.0
16000, 36 months,10.99,523.75,B,B4,10+ years,MORTGAGE,70000.0,Source Verified,Jul-2016,Fully Paid,credit_card,19.99,Dec-2010,7.0,1.0,5746,72.7,9.0,w,Individual,1.0,1.0
7000, 36 months,14.09,239.55,B,B5,10+ years,RENT,54198.0,Not Verified,Jun-2013,Fully Paid,credit_card,16.58,Mar-2005,5.0,1.0,6781,54.2,9.0,w,Individual,0.0,1.0
5000, 36 months,9.76,160.78,B,B3,< 1 year,MORTGAGE,82000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,26.01,Oct-2001,12.0,0.0,59572,86.5,30.0,w,Individual,2.0,0.0
10750, 36 months,17.77,387.4,D,D1,6 years,RENT,32000.0,Verified,Sep-2012,Charged Off,debt_consolidation,27.86,Jul-2000,8.0,0.0,11501,77.7,20.0,f,Individual,0.0,0.0
35000, 36 months,15.41,1220.33,D,D1,2 years,MORTGAGE,90000.0,Source Verified,Nov-2015,Charged Off,debt_consolidation,21.99,Dec-1995,12.0,0.0,32754,70.4,24.0,f,Individual,2.0,0.0
14000, 60 months,9.93,296.98,B,B2,1 year,MORTGAGE,115000.0,Verified,Jun-2017,Charged Off,credit_card,3.01,Mar-2000,5.0,0.0,10106,52.0,10.0,w,Individual,2.0,0.0
9650, 36 months,17.86,348.2,D,D5,3 years,OWN,23000.0,Not Verified,Apr-2015,Charged Off,debt_consolidation,20.15,Sep-2007,13.0,0.0,9178,71.7,16.0,f,Individual,0.0,0.0
5000, 36 months,15.31,174.09,C,C2,< 1 year,RENT,27000.0,Verified,Dec-2012,Fully Paid,debt_consolidation,8.13,Mar-1989,7.0,0.0,5207,37.5,34.0,w,Individual,2.0,0.0
1000, 36 months,12.74,33.57,C,C1,1 year,RENT,61000.0,Verified,Jan-2017,Fully Paid,medical,3.67,Sep-2010,9.0,0.0,6962,29.9,9.0,f,Individual,0.0,0.0
6000, 36 months,14.99,207.97,C,C4,,RENT,53000.0,Not Verified,Feb-2017,Fully Paid,credit_card,19.97,Aug-1996,10.0,0.0,5729,11.4,16.0,w,Individual,0.0,0.0
10000, 36 months,20.39,373.63,D,D4,10+ years,MORTGAGE,133552.2,Not Verified,Jun-2018,Fully Paid,other,7.66,Mar-2011,9.0,0.0,2836,17.6,10.0,f,Individual,1.0,0.0
8000, 36 months,10.75,260.97,B,B4,9 years,MORTGAGE,49000.0,Source Verified,Jun-2016,Fully Paid,home_improvement,9.8,Aug-1997,6.0,0.0,15280,83.0,12.0,w,Individual,0.0,0.0
17500, 60 months,21.99,483.24,F,F1,10+ years,MORTGAGE,35000.0,Not Verified,Oct-2015,Fully Paid,home_improvement,22.63,Sep-2001,9.0,1.0,9755,79.3,12.0,w,Individual,1.0,1.0
16450, 60 months,20.99,444.94,E,E5,< 1 year,RENT,40000.0,Source Verified,Jun-2015,Charged Off,debt_consolidation,36.24,Oct-2004,11.0,0.0,10301,85.1,16.0,f,Individual,0.0,0.0
4000, 36 months,15.05,138.76,C,C4,,RENT,26256.0,Not Verified,Oct-2017,Charged Off,debt_consolidation,23.13,Mar-2007,13.0,1.0,4535,46.8,18.0,w,Individual,0.0,1.0
12000, 36 months,9.17,382.55,B,B2,2 years,RENT,63000.0,Not Verified,Aug-2015,Fully Paid,debt_consolidation,25.45,Dec-2007,20.0,0.0,5477,86.9,22.0,w,Individual,0.0,0.0
15850, 36 months,13.53,538.11,B,B5,10+ years,RENT,130000.0,Not Verified,Jan-2014,Fully Paid,credit_card,6.38,Sep-1992,7.0,0.0,13570,71.4,37.0,w,Individual,4.0,0.0
29575, 36 months,19.19,1086.95,E,E3,10+ years,OWN,82000.0,Source Verified,Jul-2015,Fully Paid,house,29.58,Apr-1982,14.0,0.0,21062,65.0,40.0,w,Individual,3.0,0.0
35000, 60 months,17.57,880.61,D,D4,10+ years,MORTGAGE,136000.0,Verified,Sep-2015,Charged Off,debt_consolidation,19.79,Jan-1991,17.0,0.0,43798,88.8,36.0,f,Individual,5.0,0.0
13700, 36 months,13.98,468.11,C,C3,6 years,RENT,40500.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,29.45,Apr-2007,12.0,0.0,9889,59.9,20.0,w,Individual,0.0,0.0
10000, 36 months,11.53,329.91,B,B5,< 1 year,RENT,35000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,33.37,Oct-2001,12.0,0.0,11771,30.9,21.0,f,Individual,0.0,0.0
4500, 36 months,8.67,142.41,B,B1,7 years,OWN,23000.0,Source Verified,Jan-2015,Fully Paid,credit_card,7.57,Sep-2006,7.0,0.0,4326,34.9,10.0,f,Individual,0.0,0.0
10000, 36 months,9.44,320.05,B,B1,1 year,RENT,47500.0,Not Verified,Nov-2017,Fully Paid,credit_card,7.81,Dec-1988,17.0,0.0,10372,29.1,32.0,w,Individual,0.0,0.0
15000, 36 months,9.25,478.75,A,A5,10+ years,MORTGAGE,90000.0,Source Verified,Oct-2013,Fully Paid,debt_consolidation,5.93,Dec-1985,13.0,0.0,14977,46.2,29.0,w,Individual,7.0,0.0
10000, 36 months,10.49,324.98,B,B3,6 years,RENT,40000.0,Source Verified,Feb-2015,Fully Paid,credit_card,13.02,Nov-2004,10.0,0.0,19498,42.4,29.0,f,Individual,0.0,0.0
3000, 36 months,13.67,102.06,C,C3,3 years,RENT,43000.0,Verified,Feb-2016,Fully Paid,debt_consolidation,16.1,Jun-1985,6.0,1.0,5137,88.6,24.0,w,Individual,2.0,1.0
8125, 36 months,12.12,270.34,B,B3,,MORTGAGE,24200.0,Verified,May-2013,Fully Paid,credit_card,19.39,Oct-1995,12.0,0.0,14636,63.1,20.0,f,Individual,1.0,0.0
3500, 36 months,12.39,116.91,C,C1,3 years,MORTGAGE,70000.0,Not Verified,Jan-2015,Fully Paid,other,12.99,Apr-1992,12.0,0.0,13055,64.0,35.0,f,Individual,4.0,0.0
10000, 36 months,7.49,311.02,A,A4,8 years,RENT,63000.0,Source Verified,Jan-2015,Fully Paid,credit_card,11.82,Feb-2002,12.0,0.0,26307,69.8,22.0,w,Individual,0.0,0.0
11500, 36 months,8.18,361.33,B,B1,6 years,RENT,50000.0,Not Verified,Nov-2015,Fully Paid,debt_consolidation,16.35,Nov-1990,8.0,2.0,8824,36.0,21.0,w,Individual,2.0,1.0
14400, 60 months,16.29,352.41,D,D2,1 year,RENT,42000.0,Source Verified,Aug-2014,Fully Paid,credit_card,32.06,Jun-2005,10.0,0.0,11852,78.0,16.0,f,Individual,0.0,0.0
20000, 36 months,10.49,649.96,B,B3,10+ years,RENT,80000.0,Source Verified,Feb-2015,Fully Paid,credit_card,10.98,Sep-1991,5.0,0.0,21545,92.1,9.0,f,Individual,0.0,0.0
5000, 36 months,8.67,158.24,B,B1,10+ years,MORTGAGE,78200.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,22.37,Apr-2005,13.0,0.0,23041,76.8,26.0,f,Individual,7.0,0.0
35000, 36 months,16.29,1235.52,C,C4,2 years,RENT,125000.0,Verified,Feb-2013,Fully Paid,debt_consolidation,21.98,Jul-1993,12.0,0.0,26766,64.7,33.0,w,Individual,2.0,0.0
25000, 60 months,8.18,509.07,B,B1,7 years,RENT,65000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,16.06,Sep-2000,13.0,0.0,21668,40.4,34.0,w,Individual,0.0,0.0
21000, 60 months,19.42,549.62,E,E3,10+ years,MORTGAGE,86000.0,Verified,Jan-2012,Fully Paid,debt_consolidation,18.46,Jul-1997,10.0,0.0,14739,54.2,27.0,f,Individual,,0.0
5000, 36 months,13.49,169.66,C,C2,2 years,MORTGAGE,35000.0,Source Verified,Dec-2016,Fully Paid,debt_consolidation,26.89,Jun-2004,9.0,1.0,4470,36.3,34.0,w,Individual,3.0,0.0
4000, 36 months,11.39,131.7,B,B3,,OWN,61000.0,Verified,Dec-2016,Fully Paid,home_improvement,24.53,Mar-2004,16.0,0.0,18545,37.2,42.0,w,Individual,0.0,0.0
14400, 60 months,15.31,344.93,C,C5,3 years,RENT,85000.0,Not Verified,Mar-2016,Charged Off,debt_consolidation,33.21,Feb-2000,11.0,0.0,25893,62.5,17.0,w,Individual,0.0,0.0
16025, 36 months,18.99,587.34,E,E1,10+ years,RENT,57000.0,Source Verified,Nov-2014,Charged Off,debt_consolidation,26.78,Dec-1997,16.0,1.0,3819,42.9,35.0,w,Individual,0.0,1.0
7000, 36 months,14.99,242.63,C,C4,6 years,RENT,84000.0,Source Verified,Nov-2016,Fully Paid,debt_consolidation,12.61,Dec-2010,4.0,0.0,7295,73.0,15.0,w,Individual,0.0,0.0
25750, 60 months,21.45,703.16,D,D5,< 1 year,RENT,60000.0,Verified,Jun-2017,Fully Paid,debt_consolidation,29.6,Jul-2005,9.0,0.0,13925,42.2,20.0,w,Individual,1.0,0.0
20000, 36 months,5.32,602.3,A,A1,< 1 year,RENT,104000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,10.38,Dec-1973,8.0,0.0,22505,33.2,16.0,w,Individual,1.0,0.0
10000, 36 months,14.65,344.95,C,C5,10+ years,OWN,140000.0,Not Verified,Jul-2015,Fully Paid,moving,11.63,Sep-1979,8.0,1.0,22782,84.1,20.0,w,Individual,2.0,0.0
12000, 60 months,25.89,358.51,G,G3,6 years,RENT,50000.0,Source Verified,Aug-2013,Fully Paid,debt_consolidation,11.83,Jun-1998,10.0,0.0,7441,93.0,11.0,f,Individual,0.0,0.0
8000, 36 months,15.59,279.64,C,C5,9 years,OWN,52000.0,Source Verified,Aug-2016,Fully Paid,small_business,11.03,May-2001,6.0,1.0,0,0.0,23.0,w,Individual,2.0,1.0
20000, 36 months,13.49,678.61,C,C2,10+ years,OWN,56000.0,Source Verified,Oct-2016,Fully Paid,credit_card,2.34,Sep-1988,9.0,2.0,2609,13.7,16.0,w,Individual,0.0,0.0
2000, 36 months,13.33,67.71,C,C3,< 1 year,MORTGAGE,15000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,31.52,Jul-2011,5.0,0.0,3620,65.8,6.0,w,Individual,0.0,0.0
5400, 36 months,13.04,182.06,C,C5,4 years,MORTGAGE,77000.0,Verified,Oct-2008,Fully Paid,debt_consolidation,22.08,Jul-1994,25.0,1.0,9282,15.0,36.0,f,Individual,,1.0
15000, 60 months,12.99,341.22,C,C1,6 years,RENT,82000.0,Verified,Jun-2014,Fully Paid,debt_consolidation,4.74,Jun-2001,7.0,0.0,13786,49.2,16.0,w,Individual,0.0,0.0
23000, 36 months,11.14,754.52,B,B2,2 years,MORTGAGE,158000.0,Not Verified,Aug-2012,Fully Paid,debt_consolidation,16.83,Jun-1995,16.0,0.0,12834,33.1,58.0,f,Individual,1.0,0.0
7500, 36 months,6.89,231.21,A,A3,8 years,MORTGAGE,90300.0,Not Verified,Jun-2015,Fully Paid,credit_card,14.31,Mar-2001,18.0,0.0,7684,14.6,41.0,w,Individual,5.0,0.0
25000, 60 months,15.05,595.41,C,C4,< 1 year,MORTGAGE,55000.0,Verified,Sep-2017,Fully Paid,debt_consolidation,52.3,Jun-1998,25.0,0.0,24301,40.4,36.0,w,Joint App,2.0,0.0
2500, 36 months,11.99,83.03,B,B5,5 years,RENT,38000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,17.85,Dec-2003,6.0,0.0,2556,55.6,12.0,f,Individual,3.0,0.0
20000, 36 months,7.89,625.72,A,A5,10+ years,MORTGAGE,145000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,9.86,Nov-1993,12.0,0.0,8304,26.3,25.0,w,Individual,4.0,0.0
11550, 60 months,15.31,276.66,C,C2,2 years,MORTGAGE,65000.0,Verified,Jan-2013,Fully Paid,debt_consolidation,28.04,Sep-1991,11.0,0.0,38502,94.4,28.0,f,Individual,3.0,0.0
3900, 36 months,18.24,141.47,D,D5,1 year,RENT,13000.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,27.52,Oct-2008,18.0,0.0,4389,57.0,31.0,f,Individual,0.0,0.0
7000, 36 months,7.89,219.0,A,A5,2 years,RENT,65000.0,Verified,Feb-2016,Fully Paid,major_purchase,11.04,Jan-2011,3.0,0.0,6992,40.7,5.0,w,Individual,0.0,0.0
4000, 36 months,5.79,121.31,A,A2,< 1 year,RENT,27000.0,Not Verified,Nov-2010,Fully Paid,moving,19.82,Jan-1989,7.0,0.0,8047,23.6,22.0,f,Individual,,0.0
