loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
25000, 60 months,13.56,576.02,C,C1,6 years,MORTGAGE,122500.0,Not Verified,Dec-2018,Fully Paid,home_improvement,13.08,Aug-2003,7,0,10233,39.7,34,f,Individual,3,0
10000, 36 months,12.98,336.85,B,B5,10+ years,RENT,59799.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,33.29,May-1998,15,0,9028,34.1,34,f,Individual,2,0
16000, 36 months,19.92,593.97,D,D3,10+ years,MORTGAGE,82500.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,19.6,Feb-2007,10,0,1839,11.6,22,w,Individual,0,0
15000, 36 months,25.34,599.1,E,E3,1 year,RENT,120000.0,Not Verified,Dec-2018,Fully Paid,other,31.54,Dec-2001,20,0,35243,91.1,59,w,Individual,0,0
6000, 36 months,26.31,242.74,E,E4,1 year,RENT,125000.0,Source Verified,Dec-2018,Fully Paid,other,20.91,Jul-2008,13,0,32830,88.0,24,w,Individual,0,0
5000, 36 months,14.47,172.04,C,C2,7 years,RENT,43000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,9.15,Oct-2009,13,0,3770,10.4,22,w,Individual,0,0
3500, 36 months,17.97,126.49,D,D1,1 year,MORTGAGE,75000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,19.18,Apr-2003,13,0,17318,78.4,25,w,Individual,3,0
1200, 36 months,20.89,45.15,D,D4,3 years,RENT,65000.0,Source Verified,Dec-2018,Fully Paid,vacation,30.64,Oct-1983,9,0,12443,85.8,18,f,Individual,0,0
15000, 36 months,12.98,505.27,B,B5,3 years,MORTGAGE,740000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,13.29,May-1986,20,0,43690,31.0,37,w,Individual,5,0
15000, 60 months,11.8,332.16,B,B4,10+ years,MORTGAGE,52000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,10.89,Jul-2001,11,0,5393,29.6,19,w,Individual,2,0
35000, 60 months,10.72,756.11,B,B2,10+ years,MORTGAGE,138000.0,Not Verified,Dec-2018,Fully Paid,credit_card,12.12,Dec-2000,11,0,2456,2.4,46,w,Individual,8,0
3000, 36 months,7.56,93.41,A,A3,2 years,MORTGAGE,65000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,12.15,Jun-2000,21,1,656,2.7,40,f,Individual,3,1
27000, 36 months,14.47,928.98,C,C2,10+ years,MORTGAGE,145000.0,Source Verified,Dec-2018,Fully Paid,credit_card,2.45,Jan-2011,17,1,11493,18.8,29,w,Individual,1,1
20000, 60 months,22.35,556.37,D,D5,5 years,MORTGAGE,95000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,19.03,Aug-2004,17,0,5803,23.6,47,w,Individual,1,0
40000, 36 months,6.46,1225.24,A,A1,1 year,RENT,110000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,14.71,Jun-2004,9,0,27601,40.6,21,w,Individual,3,0
8000, 36 months,12.98,269.48,B,B5,10+ years,RENT,65000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,23.93,Oct-2007,11,0,4096,17.8,33,w,Individual,0,0
4400, 36 months,8.81,139.54,A,A5,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2018,Fully Paid,other,2.08,Jan-2011,5,0,3400,16.6,10,w,Individual,2,0
10000, 36 months,8.19,314.25,A,A4,3 years,RENT,550000.0,Source Verified,Dec-2018,Fully Paid,credit_card,6.49,Jan-2009,8,0,4543,50.5,13,w,Individual,1,0
1500, 36 months,8.19,47.14,A,A4,10+ years,RENT,70000.0,Source Verified,Dec-2018,Fully Paid,medical,22.12,Dec-2003,11,0,4692,25.6,22,f,Individual,2,0
3025, 36 months,7.56,94.18,A,A3,1 year,RENT,55400.0,Verified,Dec-2018,Fully Paid,debt_consolidation,9.01,Sep-2013,9,0,1706,8.0,9,w,Individual,0,0
6000, 36 months,19.92,222.74,D,D3,10+ years,RENT,60000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,11.42,Aug-1995,12,1,4660,40.9,26,w,Individual,3,1
18000, 36 months,19.92,668.22,D,D3,10+ years,MORTGAGE,46000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,7.25,Jul-2007,23,1,19138,35.2,50,w,Individual,9,1
10000, 36 months,8.81,317.12,A,A5,10+ years,RENT,100439.0,Not Verified,Dec-2018,Fully Paid,credit_card,11.15,Aug-1994,6,0,7901,77.5,22,w,Individual,3,0
15000, 36 months,7.56,467.01,A,A3,10+ years,OWN,78000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,11.0,Aug-2005,7,0,3458,6.0,36,w,Individual,2,0
20000, 60 months,20.89,539.84,D,D4,10+ years,MORTGAGE,63000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,26.93,Oct-2002,9,0,8913,43.1,26,w,Individual,1,0
6400, 36 months,10.33,207.51,B,B1,6 years,MORTGAGE,41600.0,Source Verified,Dec-2018,Fully Paid,home_improvement,36.96,Nov-2001,6,0,11904,79.4,13,w,Joint App,2,0
1600, 36 months,11.8,53.0,B,B4,7 years,MORTGAGE,40000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,14.04,Oct-2002,7,0,806,22.4,39,f,Individual,4,0
15000, 60 months,12.98,341.15,B,B5,10+ years,MORTGAGE,97000.0,Source Verified,Dec-2018,Fully Paid,house,14.59,Dec-2004,17,0,10916,22.4,37,w,Individual,2,0
9000, 36 months,10.33,291.81,B,B1,1 year,RENT,45000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,11.39,Apr-2014,5,0,1990,34.3,8,w,Individual,0,0
1500, 36 months,14.47,51.61,C,C2,10+ years,MORTGAGE,75000.0,Source Verified,Dec-2018,Fully Paid,other,19.79,Aug-1991,6,0,17003,89.5,11,w,Individual,2,0
4200, 36 months,8.19,131.99,A,A4,2 years,MORTGAGE,75000.0,Not Verified,Dec-2018,Fully Paid,credit_card,10.75,Aug-2007,11,0,7924,17.0,15,w,Individual,1,0
10000, 36 months,11.31,328.86,B,B3,9 years,MORTGAGE,52000.0,Not Verified,Dec-2018,Fully Paid,other,1.73,Feb-2000,7,0,2197,3.0,29,w,Individual,1,0
9600, 36 months,8.19,301.68,A,A4,10+ years,OWN,40000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,28.56,Mar-2007,10,0,2925,11.0,22,w,Individual,0,0
5000, 36 months,11.31,164.43,B,B3,< 1 year,RENT,24000.0,Source Verified,Dec-2018,Fully Paid,car,3.0,Apr-2013,6,0,3067,10.3,19,w,Individual,0,0
10000, 36 months,10.33,324.23,B,B1,< 1 year,MORTGAGE,165000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,16.99,Nov-2004,11,0,27477,49.3,21,w,Individual,1,0
1000, 36 months,13.56,33.97,C,C1,10+ years,RENT,52892.0,Source Verified,Dec-2018,Fully Paid,medical,6.85,May-2006,18,1,3698,13.1,61,w,Individual,0,1
24000, 60 months,15.02,571.22,C,C3,10+ years,OWN,56000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,14.42,Oct-2005,6,0,9087,26.3,25,w,Individual,1,0
6000, 36 months,11.31,197.32,B,B3,10+ years,RENT,18953.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,18.68,May-2006,6,0,196,1.0,17,w,Individual,0,0
8000, 36 months,7.56,249.08,A,A3,10+ years,OWN,35376.0,Not Verified,Dec-2018,Fully Paid,credit_card,22.59,Nov-1976,7,0,9794,16.6,9,f,Individual,0,0
18000, 36 months,16.91,640.95,C,C5,5 years,RENT,107000.0,Source Verified,Dec-2018,Fully Paid,credit_card,8.62,Apr-2005,9,0,21471,89.5,11,w,Individual,0,0
5400, 36 months,16.14,190.23,C,C4,10+ years,OWN,42000.0,Not Verified,Dec-2018,Fully Paid,credit_card,23.86,Jun-2001,4,0,11962,41.2,6,f,Individual,0,0
14000, 36 months,10.33,453.92,B,B1,< 1 year,MORTGAGE,90000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,21.67,Sep-2004,7,1,4696,29.7,27,w,Joint App,2,1
32000, 60 months,22.35,890.19,D,D5,< 1 year,RENT,120000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,9.61,May-2002,7,0,10398,47.3,11,w,Individual,0,0
25000, 60 months,12.98,568.58,B,B5,10+ years,MORTGAGE,65000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,15.27,Oct-2007,6,0,7769,86.3,12,w,Joint App,3,0
16000, 36 months,12.98,538.95,B,B5,2 years,OWN,53000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,15.15,Mar-2000,9,1,3304,19.8,15,w,Individual,0,1
1200, 36 months,27.27,49.17,E,E5,10+ years,MORTGAGE,30000.0,Not Verified,Dec-2018,Fully Paid,vacation,22.08,Jun-2011,8,0,19298,49.1,10,w,Individual,2,0
12000, 60 months,13.56,276.49,C,C1,10+ years,OWN,60000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,21.46,Sep-2000,10,0,14482,57.5,30,f,Individual,0,0
28000, 60 months,17.97,710.56,D,D1,10+ years,MORTGAGE,98000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,13.75,Apr-2006,24,0,15670,41.6,46,w,Joint App,1,0
15000, 60 months,12.98,341.15,B,B5,10+ years,MORTGAGE,55448.0,Not Verified,Dec-2018,Fully Paid,credit_card,6.95,Nov-1993,3,0,14137,70.0,15,w,Individual,6,0
20000, 60 months,14.47,470.26,C,C2,6 years,RENT,73000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,11.39,Jun-2002,9,0,3796,12.2,24,w,Individual,0,0
40000, 36 months,13.56,1358.58,C,C1,2 years,MORTGAGE,425000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,7.32,Jan-1980,11,0,55714,16.3,30,w,Individual,6,0
20000, 36 months,16.14,704.53,C,C4,1 year,RENT,75000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,13.42,Nov-2003,5,0,21755,80.0,8,w,Individual,0,0
12000, 36 months,11.8,397.43,B,B4,< 1 year,MORTGAGE,42000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,34.26,Oct-2007,11,0,10519,32.9,30,w,Individual,2,0
2400, 36 months,7.56,74.73,A,A3,3 years,RENT,76000.0,Verified,Dec-2018,Fully Paid,major_purchase,6.43,Jun-2011,21,0,10125,18.4,31,f,Individual,0,0
17000, 36 months,10.72,554.31,B,B2,10+ years,OWN,128000.0,Not Verified,Dec-2018,Fully Paid,medical,12.54,Nov-1984,11,0,18514,36.2,18,w,Individual,2,0
2800, 36 months,12.98,94.32,B,B5,10+ years,MORTGAGE,73000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,33.01,Dec-2001,14,1,45077,35.9,23,w,Joint App,3,1
7200, 36 months,15.02,249.67,C,C3,5 years,MORTGAGE,48000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,13.15,Jul-2014,7,0,2040,16.1,18,w,Joint App,4,0
6000, 36 months,14.47,206.44,C,C2,10+ years,MORTGAGE,60320.0,Verified,Dec-2018,Fully Paid,home_improvement,9.21,Jun-2000,3,0,0,0.0,8,w,Individual,2,0
4200, 36 months,16.91,149.56,C,C5,< 1 year,MORTGAGE,150000.0,Not Verified,Dec-2018,Fully Paid,other,19.3,Jun-2005,7,0,48401,78.1,28,w,Individual,4,0
10000, 36 months,6.46,306.31,A,A1,4 years,RENT,80000.0,Source Verified,Dec-2018,Fully Paid,credit_card,9.32,Sep-2000,12,1,4939,17.3,14,w,Individual,0,1
5500, 36 months,18.94,201.45,D,D2,2 years,RENT,37277.0,Source Verified,Dec-2018,Fully Paid,other,22.23,Nov-2002,9,0,2614,8.5,28,w,Individual,0,0
3025, 36 months,7.56,94.18,A,A3,10+ years,MORTGAGE,145000.0,Not Verified,Dec-2018,Fully Paid,medical,0.63,Dec-1994,12,0,408,0.6,49,w,Individual,7,0
3000, 36 months,18.94,109.88,D,D2,4 years,MORTGAGE,45000.0,Not Verified,Dec-2018,Fully Paid,other,38.48,Jan-2009,8,0,5823,32.4,23,w,Individual,0,0
9500, 36 months,7.02,293.42,A,A2,10+ years,RENT,144000.0,Not Verified,Dec-2018,Fully Paid,credit_card,10.76,May-2003,8,0,9010,73.9,18,w,Individual,2,0
20000, 36 months,11.31,657.72,B,B3,10+ years,MORTGAGE,84000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,12.13,Feb-2004,11,0,6585,23.1,23,w,Individual,6,0
10000, 60 months,13.56,230.41,C,C1,6 years,MORTGAGE,68500.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,11.07,Apr-2001,19,0,10801,22.9,51,w,Individual,0,0
6500, 36 months,23.4,252.98,E,E1,8 years,RENT,85000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,10.98,Oct-2007,6,0,6813,61.4,15,w,Joint App,0,0
21000, 36 months,6.46,643.25,A,A1,10+ years,RENT,88450.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,5.71,Feb-1967,8,0,12887,17.2,22,w,Individual,1,0
10800, 60 months,22.35,300.44,D,D5,3 years,RENT,95000.0,Not Verified,Dec-2018,Fully Paid,credit_card,29.93,Nov-2009,18,0,24611,29.8,44,w,Individual,2,0
20400, 36 months,18.94,747.17,D,D2,1 year,MORTGAGE,113000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,12.7,Mar-1996,10,0,3642,63.9,25,w,Individual,1,0
12000, 36 months,10.72,391.28,B,B2,2 years,MORTGAGE,115000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,4.25,Sep-2013,4,0,14239,34.8,5,w,Individual,0,0
18000, 36 months,7.56,560.41,A,A3,4 years,MORTGAGE,210000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,4.27,May-2000,11,0,14980,17.4,27,w,Individual,5,0
25000, 60 months,16.14,609.82,C,C4,10+ years,OWN,180000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,0.67,Nov-2001,2,0,7787,15.3,9,w,Individual,3,0
1000, 36 months,15.02,34.68,C,C3,1 year,RENT,38000.0,Verified,Dec-2018,Fully Paid,moving,8.97,Sep-2004,7,0,5617,11.6,11,f,Individual,0,0
12000, 36 months,8.81,380.54,A,A5,10+ years,MORTGAGE,90000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,29.33,May-1996,18,0,14488,32.9,25,w,Individual,2,0
25000, 60 months,15.02,595.02,C,C3,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2018,Fully Paid,credit_card,22.47,Apr-1976,9,0,32008,71.8,14,w,Individual,2,0
3000, 36 months,17.97,108.42,D,D1,4 years,RENT,55000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,8.36,May-2012,8,1,1172,11.2,14,w,Joint App,0,1
6000, 36 months,15.02,208.06,C,C3,10+ years,OWN,30000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,25.6,Feb-2004,20,0,20682,52.4,25,w,Individual,0,0
4200, 36 months,10.72,136.95,B,B2,< 1 year,MORTGAGE,60100.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,24.24,Sep-2007,9,0,32225,48.1,38,w,Individual,2,0
40000, 36 months,6.46,1225.24,A,A1,10+ years,MORTGAGE,140000.0,Source Verified,Dec-2018,Fully Paid,credit_card,17.86,Sep-1990,18,0,108325,37.8,37,w,Individual,5,0
9000, 36 months,23.4,350.27,E,E1,< 1 year,RENT,30000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,18.44,Sep-2014,5,0,15512,47.0,7,f,Individual,0,0
12800, 60 months,26.31,385.6,E,E4,8 years,RENT,45000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,25.87,Feb-2004,27,0,15320,46.7,34,w,Individual,0,0
17400, 36 months,8.19,546.78,A,A4,10+ years,MORTGAGE,75000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,17.81,Oct-2004,22,0,513,0.6,37,w,Individual,4,0
10000, 36 months,10.72,326.07,B,B2,10+ years,MORTGAGE,70000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,0.31,Oct-2004,6,0,18,0.2,22,w,Individual,4,0
30000, 36 months,11.8,993.57,B,B4,5 years,MORTGAGE,425000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,10.42,Feb-1990,16,0,47573,68.9,36,w,Individual,7,0
30250, 36 months,11.31,994.8,B,B3,9 years,OWN,62000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,19.2,May-2001,8,0,5761,3.9,33,w,Individual,0,0
6000, 36 months,13.56,203.79,C,C1,10+ years,MORTGAGE,32381.0,Not Verified,Dec-2018,Fully Paid,home_improvement,13.34,Jan-2006,5,0,8910,80.3,14,f,Individual,3,0
19825, 36 months,20.89,745.79,D,D4,10+ years,OWN,124000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,28.87,Nov-1988,17,0,71041,69.3,31,w,Individual,4,0
12000, 60 months,13.56,276.49,C,C1,7 years,RENT,33000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,9.49,Mar-2005,4,0,239,7.2,5,f,Individual,0,0
10000, 36 months,6.46,306.31,A,A1,4 years,MORTGAGE,125000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,15.83,Aug-1999,9,0,29374,41.7,21,f,Individual,1,0
30000, 36 months,19.92,1113.69,D,D3,6 years,MORTGAGE,95000.0,Not Verified,Dec-2018,Fully Paid,credit_card,33.47,Dec-2003,38,0,35811,34.4,58,w,Individual,1,0
20000, 60 months,11.8,442.88,B,B4,10+ years,RENT,100000.0,Not Verified,Dec-2018,Fully Paid,credit_card,13.39,Nov-1996,20,0,21062,46.5,33,w,Individual,0,0
10000, 60 months,12.98,227.43,B,B5,10+ years,MORTGAGE,52000.0,Verified,Dec-2018,Fully Paid,credit_card,8.31,Apr-2005,12,0,9606,56.2,18,w,Individual,4,0
40000, 60 months,10.72,864.13,B,B2,2 years,OWN,120000.0,Source Verified,Dec-2018,Fully Paid,home_improvement,0.0,Jan-2007,4,0,0,0.0,13,w,Individual,0,0
20000, 60 months,24.37,579.67,E,E2,9 years,MORTGAGE,135000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,18.27,May-1997,11,0,47644,54.5,23,w,Individual,3,0
20000, 60 months,15.02,476.01,C,C3,4 years,MORTGAGE,50000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,17.95,Dec-1998,13,1,5783,24.9,32,w,Individual,5,1
10000, 36 months,7.02,308.87,A,A2,3 years,OWN,50000.0,Not Verified,Dec-2018,Fully Paid,house,3.67,Sep-1996,4,0,6690,24.2,18,w,Individual,0,0
20000, 60 months,14.47,470.26,C,C2,< 1 year,MORTGAGE,110000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,7.32,May-2010,12,1,8776,13.2,16,f,Individual,0,1
12500, 36 months,15.02,433.44,C,C3,10+ years,MORTGAGE,150000.0,Source Verified,Dec-2018,Fully Paid,car,16.09,Oct-2001,8,0,30118,99.1,25,w,Individual,6,0
11200, 36 months,7.02,345.93,A,A2,8 years,MORTGAGE,65000.0,Not Verified,Dec-2018,Fully Paid,credit_card,18.58,May-2005,8,0,3173,5.0,25,w,Individual,0,0
5500, 36 months,10.72,179.34,B,B2,10+ years,RENT,58900.0,Not Verified,Dec-2018,Fully Paid,other,16.91,Apr-1996,14,0,15640,84.5,21,w,Individual,0,0
9000, 36 months,15.02,312.08,C,C3,3 years,MORTGAGE,70000.0,Source Verified,Dec-2018,Fully Paid,credit_card,15.26,Apr-2008,8,0,10815,53.0,29,w,Individual,1,0
28800, 60 months,23.4,818.52,E,E1,3 years,RENT,150000.0,Source Verified,Dec-2018,Fully Paid,credit_card,11.14,Oct-2000,11,0,24330,62.0,17,w,Individual,0,0
35000, 36 months,8.81,1109.9,A,A5,6 years,OWN,70000.0,Not Verified,Dec-2018,Fully Paid,renewable_energy,16.44,Jul-2001,10,0,5862,21.3,27,w,Individual,0,0
20000, 60 months,20.89,539.84,D,D4,5 years,MORTGAGE,70000.0,Not Verified,Dec-2018,Fully Paid,credit_card,18.14,Apr-1969,7,0,45659,80.0,22,w,Individual,4,0
8000, 36 months,11.8,264.96,B,B4,3 years,OWN,48000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,13.63,Nov-1993,6,0,4524,35.3,9,w,Individual,0,0
23000, 60 months,10.33,492.43,B,B1,7 years,MORTGAGE,120000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,6.3,Mar-2006,8,0,14386,14.7,22,w,Individual,1,0
24450, 36 months,11.31,804.06,B,B3,10+ years,RENT,65000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,13.5,Mar-2006,6,1,2034,8.9,12,w,Individual,0,1
28925, 36 months,16.14,1018.92,C,C4,10+ years,MORTGAGE,110000.0,Not Verified,Dec-2018,Fully Paid,credit_card,19.53,Jun-2002,11,0,51952,77.0,26,w,Individual,1,0
35000, 60 months,19.92,925.73,D,D3,3 years,RENT,220000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,12.7,Sep-2007,16,1,13594,61.5,32,w,Individual,2,1
4800, 36 months,20.89,180.57,D,D4,1 year,RENT,75000.0,Source Verified,Dec-2018,Fully Paid,other,27.79,Sep-2009,16,0,20889,93.3,27,w,Joint App,0,0
8700, 36 months,11.8,288.14,B,B4,10+ years,MORTGAGE,96000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,25.83,Nov-2000,13,0,11796,24.6,24,w,Individual,3,0
2500, 36 months,11.31,82.22,B,B3,7 years,OWN,40000.0,Not Verified,Dec-2018,Fully Paid,credit_card,2.07,Oct-2004,2,0,2398,68.5,6,w,Individual,2,0
10000, 36 months,16.91,356.08,C,C5,< 1 year,RENT,85000.0,Verified,Dec-2018,Fully Paid,other,14.8,Jan-2005,9,0,43406,48.0,18,w,Individual,2,0
40000, 60 months,11.8,885.75,B,B4,1 year,RENT,115000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,19.72,May-2002,14,0,35144,68.0,27,w,Individual,2,0
28000, 60 months,16.14,683.0,C,C4,3 years,MORTGAGE,36000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,28.57,Feb-2007,8,0,15936,74.5,12,w,Joint App,3,0
30000, 36 months,8.19,942.73,A,A4,10+ years,MORTGAGE,89000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,32.03,Aug-1997,11,0,172240,6.3,26,w,Joint App,5,0
10000, 36 months,13.56,339.65,C,C1,8 years,MORTGAGE,135000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,8.83,Jun-1993,8,0,10549,65.9,22,w,Individual,2,0
9000, 36 months,8.19,282.82,A,A4,10+ years,MORTGAGE,61500.0,Verified,Dec-2018,Fully Paid,home_improvement,33.87,Sep-2001,8,0,5266,67.5,22,w,Joint App,4,0
7500, 36 months,20.89,282.14,D,D4,7 years,MORTGAGE,45000.0,Verified,Dec-2018,Fully Paid,other,11.17,Jul-2003,6,0,6262,104.4,9,w,Individual,3,0
15000, 60 months,26.31,451.87,E,E4,10+ years,RENT,30000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,31.34,Jan-2006,11,0,8471,52.6,39,w,Individual,0,0
10000, 60 months,15.02,238.01,C,C3,5 years,RENT,50000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,9.63,Jan-2014,13,0,13311,37.1,15,f,Individual,0,0
7000, 36 months,7.56,217.94,A,A3,10+ years,MORTGAGE,70000.0,Source Verified,Dec-2018,Fully Paid,credit_card,10.35,Apr-2007,7,0,9338,38.1,11,w,Individual,2,0
3000, 36 months,10.72,97.82,B,B2,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2018,Fully Paid,credit_card,25.98,Sep-1993,15,0,6359,30.3,46,w,Individual,2,0
25000, 60 months,18.94,647.69,D,D2,10+ years,MORTGAGE,60000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,37.76,Oct-2007,11,0,9447,36.2,22,w,Individual,1,0
26000, 36 months,8.19,817.03,A,A4,10+ years,OWN,93000.0,Not Verified,Dec-2018,Fully Paid,credit_card,7.21,Apr-2005,8,0,33823,62.3,17,w,Individual,0,0
10000, 36 months,11.8,331.19,B,B4,2 years,MORTGAGE,52000.0,Source Verified,Dec-2018,Fully Paid,home_improvement,16.41,Apr-2007,10,1,5489,22.4,14,w,Individual,0,1
1650, 36 months,8.81,52.33,A,A5,4 years,RENT,39000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,33.78,Aug-2011,7,0,990,6.9,12,f,Individual,0,0
13250, 60 months,11.8,293.41,B,B4,10+ years,MORTGAGE,110000.0,Not Verified,Dec-2018,Fully Paid,car,11.24,Mar-2004,15,0,4704,12.9,24,w,Individual,3,0
10000, 36 months,20.89,376.19,D,D4,10+ years,MORTGAGE,71000.0,Source Verified,Dec-2018,Fully Paid,medical,3.79,Jun-1996,10,1,336,2.5,31,w,Individual,3,1
14400, 60 months,15.02,342.73,C,C3,2 years,MORTGAGE,53000.0,Not Verified,Dec-2018,Fully Paid,credit_card,21.31,Dec-2006,9,1,7547,33.2,32,w,Joint App,2,1
3000, 36 months,10.33,97.27,B,B1,10+ years,OWN,22000.0,Not Verified,Dec-2018,Fully Paid,house,9.6,Jul-1992,9,1,4254,25.0,16,w,Individual,1,1
12000, 36 months,20.89,451.43,D,D4,< 1 year,ANY,60000.0,Source Verified,Dec-2018,Fully Paid,other,0.64,Jan-2011,11,0,366,2.2,15,w,Individual,0,0
15000, 36 months,7.02,463.3,A,A2,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2018,Fully Paid,house,8.87,Oct-2007,5,0,334,0.8,12,w,Individual,3,0
11500, 60 months,14.47,270.4,C,C2,< 1 year,RENT,70000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,6.67,Feb-2005,14,0,15133,22.9,36,w,Individual,0,0
32000, 60 months,12.98,727.78,B,B5,10+ years,MORTGAGE,170000.0,Not Verified,Dec-2018,Fully Paid,other,8.17,Sep-2000,8,0,38330,35.6,21,w,Individual,5,0
1000, 36 months,27.27,40.98,E,E5,5 years,RENT,72000.0,Verified,Dec-2018,Fully Paid,other,17.03,Aug-1987,53,0,5905,57.9,70,f,Individual,0,0
10000, 36 months,8.19,314.25,A,A4,4 years,RENT,95000.0,Not Verified,Dec-2018,Fully Paid,credit_card,19.19,Jul-2009,13,0,11522,18.3,27,w,Individual,0,0
35000, 36 months,16.14,1232.92,C,C4,10+ years,MORTGAGE,110000.0,Not Verified,Dec-2018,Fully Paid,home_improvement,12.08,Feb-2011,12,1,8354,30.1,13,w,Individual,1,1
10000, 36 months,11.31,328.86,B,B3,2 years,RENT,36000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,13.17,May-2011,4,0,737,40.9,19,w,Individual,0,0
21000, 60 months,26.31,632.61,E,E4,10+ years,OWN,86000.0,Verified,Dec-2018,Fully Paid,debt_consolidation,29.22,Mar-1980,9,0,45053,78.0,11,w,Individual,3,0
7000, 36 months,12.98,235.8,B,B5,6 years,MORTGAGE,120000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,12.07,Oct-2002,9,0,13972,41.2,23,w,Individual,2,0
25000, 60 months,12.98,568.58,B,B5,4 years,MORTGAGE,120000.0,Source Verified,Dec-2018,Fully Paid,debt_consolidation,8.4,Mar-1998,6,0,37815,66.1,28,w,Individual,2,0
20000, 36 months,10.33,648.45,B,B1,10+ years,MORTGAGE,115000.0,Not Verified,Dec-2018,Fully Paid,debt_consolidation,16.01,Nov-2006,27,0,21603,28.5,47,w,Individual,5,0
