emp_length,term,grade,sub_grade,verification_status,mort_acc,purpose,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,initial_list_status_w,application_type_Joint App,loan_amnt,int_rate,installment,annual_inc,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,mort_acc_missing,emp_length_missing,credit_history_years,issue_years,loan_status
9.0,0.0,1.0,9.0,2.0,0.0,0.20956079697077099,0.0,1.0,0.0,0.0,0.0,15000.0,11.99,498.15,60000.0,24.3,10.0,0.0,10283.0,73.4,17.0,0.0,0.0,0.0,16.83504449007529,3.997262149212868,
8.0,1.0,2.0,14.0,2.0,1.0,0.20956079697077099,0.0,1.0,0.0,1.0,0.0,24000.0,14.85,569.08,75000.0,7.44,7.0,0.0,10074.0,37.0,20.0,0.0,0.0,0.0,13.08145106091718,2.9979466119096507,0.0
9.0,0.0,0.0,4.0,0.0,1.0,0.17142454549868447,0.0,0.0,1.0,0.0,0.0,13000.0,8.94,413.03,52128.0,18.99,8.0,0.0,14385.0,50.3,21.0,0.0,1.0,0.0,17.9958932238193,9.24845995893224,
5.0,0.0,0.0,4.0,0.0,3.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,16000.0,8.39,504.27,110000.0,6.68,17.0,0.0,25362.0,81.3,46.0,0.0,0.0,0.0,19.50171115674196,4.501026694045175,0.0
2.0,0.0,2.0,14.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,12000.0,17.27,429.45,55000.0,19.49,18.0,0.0,13765.0,73.2,42.0,0.0,0.0,0.0,17.248459958932237,5.749486652977413,
10.0,1.0,2.0,11.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,11200.0,13.49,257.66,86000.0,20.23,9.0,1.0,11414.0,51.2,20.0,1.0,0.0,0.0,12.501026694045176,2.080766598220397,
10.0,0.0,2.0,12.0,2.0,3.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,11075.0,13.67,376.75,35000.0,6.31,8.0,0.0,2343.0,14.5,18.0,0.0,0.0,0.0,14.581793292265573,2.74880219028063,0.0
10.0,0.0,1.0,9.0,0.0,1.0,0.16612302281343944,1.0,0.0,0.0,0.0,0.0,12000.0,10.36,389.24,110004.0,5.51,6.0,0.0,15259.0,28.8,20.0,0.0,1.0,0.0,28.41615331964408,8.24914442162902,1.0
1.0,0.0,1.0,9.0,2.0,1.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,8000.0,11.53,263.93,40000.0,25.5,6.0,0.0,17104.0,58.6,13.0,0.0,0.0,0.0,11.082819986310746,3.583846680355921,0.0
8.0,0.0,1.0,8.0,2.0,0.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,10000.0,12.49,334.49,50000.0,19.11,15.0,0.0,3883.0,18.8,26.0,0.0,0.0,0.0,12.164271047227926,4.6680355920602326,1.0
0.0,0.0,0.0,2.0,0.0,1.0,0.20956079697077099,0.0,1.0,0.0,1.0,0.0,12500.0,6.89,385.34,88000.0,2.99,4.0,3.0,10573.0,36.3,8.0,1.0,0.0,0.0,23.249828884325805,3.4168377823408624,0.0
1.0,0.0,2.0,12.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,6400.0,13.33,216.66,70000.0,10.71,17.0,0.0,6991.0,35.1,20.0,0.0,0.0,0.0,9.163586584531142,3.583846680355921,
5.0,0.0,1.0,6.0,0.0,2.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,15000.0,10.64,488.53,38400.0,18.69,9.0,0.0,4095.0,14.4,34.0,0.0,0.0,0.0,17.749486652977414,5.500342231348392,1.0
10.0,0.0,0.0,0.0,0.0,2.0,0.2761460063594455,1.0,0.0,0.0,1.0,0.0,9600.0,5.32,289.11,160000.0,18.21,26.0,0.0,19851.0,43.1,47.0,0.0,0.0,0.0,19.99726214921287,2.833675564681725,
0.0,0.0,1.0,5.0,1.0,1.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,9750.0,9.99,314.56,32000.0,26.74,18.0,0.0,14652.0,38.6,36.0,0.0,0.0,0.0,20.082135523613964,5.248459958932238,0.0
6.0,0.0,3.0,17.0,0.0,0.0,0.21991341629407252,0.0,0.0,1.0,0.0,0.0,4250.0,18.25,154.19,42000.0,26.91,6.0,0.0,3615.0,90.0,11.0,0.0,0.0,0.0,15.912388774811772,2.833675564681725,0.0
3.0,0.0,1.0,8.0,2.0,0.0,0.15266271061339243,0.0,0.0,1.0,1.0,0.0,20000.0,11.44,658.95,86000.0,13.47,13.0,0.0,8000.0,72.1,20.0,0.0,0.0,0.0,10.666666666666666,1.749486652977413,0.0
4.0,1.0,3.0,16.0,2.0,4.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,20000.0,17.57,503.21,59000.0,20.08,15.0,1.0,20862.0,59.6,31.0,1.0,0.0,0.0,29.163586584531146,4.8350444900752905,
10.0,0.0,1.0,7.0,1.0,1.0,0.20956079697077099,0.0,1.0,0.0,1.0,0.0,12000.0,9.75,385.8,37464.0,27.8,9.0,0.0,5552.0,38.8,23.0,0.0,0.0,0.0,14.247775496235455,2.74880219028063,1.0
10.0,0.0,2.0,11.0,2.0,2.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,28800.0,13.49,977.2,60000.0,33.6,13.0,0.0,23669.0,53.8,30.0,0.0,0.0,0.0,14.99794661190965,1.834360027378508,0.0
0.0,0.0,0.0,1.0,0.0,5.0,0.16612302281343944,1.0,0.0,0.0,1.0,0.0,12000.0,6.99,370.48,155000.0,12.91,15.0,0.0,7749.0,9.6,27.0,0.0,0.0,0.0,15.501711156741958,1.749486652977413,0.0
10.0,0.0,0.0,3.0,0.0,3.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,10000.0,6.92,308.41,72000.0,19.8,16.0,0.0,18227.0,61.4,49.0,0.0,0.0,0.0,43.50171115674196,3.7508555783709783,1.0
0.0,0.0,1.0,9.0,2.0,3.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,5750.0,13.05,193.88,65000.0,22.43,9.0,0.0,10645.0,78.9,33.0,0.0,0.0,0.0,12.24914442162902,5.330595482546201,0.0
10.0,0.0,1.0,8.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,4200.0,10.75,137.01,18504.0,29.44,7.0,1.0,7882.0,28.0,9.0,1.0,0.0,1.0,12.41615331964408,2.833675564681725,0.0
8.0,0.0,3.0,18.0,2.0,1.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,20000.0,19.99,743.17,108560.0,9.53,21.0,0.0,3954.0,8.8,35.0,0.0,0.0,0.0,13.582477754962357,2.080766598220397,
10.0,1.0,5.0,29.0,1.0,4.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,20000.0,23.83,573.39,56000.0,20.44,13.0,0.0,18556.0,87.9,25.0,0.0,0.0,0.0,22.581793292265573,5.582477754962355,0.0
0.0,0.0,0.0,1.0,2.0,2.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,32000.0,6.99,987.93,175000.0,13.66,14.0,0.0,44014.0,55.9,28.0,0.0,0.0,0.0,23.16495550992471,1.749486652977413,
8.0,0.0,2.0,10.0,1.0,4.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,20000.0,14.3,686.48,97000.0,5.05,8.0,0.0,16872.0,74.7,24.0,0.0,0.0,0.0,14.499657768651607,5.163586584531143,
4.0,1.0,4.0,20.0,1.0,1.0,0.20956079697077099,0.0,1.0,0.0,1.0,0.0,30000.0,22.74,841.24,64000.0,19.52,12.0,0.0,44362.0,64.1,16.0,0.0,0.0,0.0,23.33196440793977,1.995893223819302,0.0
8.0,0.0,0.0,3.0,2.0,0.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,10000.0,7.49,311.02,63000.0,11.82,12.0,0.0,26307.0,69.8,22.0,0.0,0.0,0.0,16.91170431211499,3.997262149212868,0.0
3.0,1.0,2.0,13.0,0.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,15000.0,13.99,348.95,92908.8,8.07,10.0,0.0,6268.0,31.5,14.0,0.0,0.0,0.0,12.24914442162902,3.4168377823408624,0.0
1.0,1.0,6.0,31.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,13850.0,25.83,413.29,33000.0,26.18,13.0,0.0,8851.0,43.4,50.0,0.0,0.0,0.0,13.66735112936345,3.7508555783709783,1.0
10.0,0.0,0.0,4.0,1.0,5.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,30000.0,7.99,939.96,110000.0,15.15,18.0,0.0,31511.0,39.6,39.0,0.0,0.0,0.0,16.583162217659137,1.995893223819302,0.0
0.0,0.0,1.0,7.0,2.0,2.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,5000.0,9.76,160.78,82000.0,26.01,12.0,0.0,59572.0,86.5,30.0,0.0,0.0,0.0,17.248459958932237,3.082819986310746,0.0
10.0,1.0,3.0,15.0,1.0,0.0,0.20956079697077099,0.0,1.0,0.0,0.0,0.0,21850.0,17.77,552.12,50000.0,20.52,3.0,0.0,29827.0,86.0,6.0,0.0,0.0,0.0,18.0807665982204,5.9958932238193015,0.0
10.0,0.0,5.0,25.0,0.0,1.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,5250.0,23.7,205.15,71000.0,19.08,7.0,1.0,2265.0,75.5,8.0,1.0,0.0,0.0,21.415468856947296,4.91170431211499,0.0
2.0,0.0,0.0,4.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,24000.0,8.19,754.18,120000.0,2.51,4.0,0.0,183.0,1.1,8.0,0.0,0.0,0.0,8.83504449007529,3.997262149212868,0.0
4.0,0.0,4.0,20.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,9700.0,18.99,355.52,27000.0,20.46,11.0,0.0,9353.0,47.0,15.0,0.0,0.0,0.0,13.24845995893224,4.41615331964408,
2.0,0.0,1.0,5.0,0.0,2.0,0.16612302281343944,1.0,0.0,0.0,0.0,0.0,15000.0,9.99,483.94,96000.0,4.25,7.0,0.0,9976.0,69.8,16.0,0.0,0.0,0.0,27.58384668035592,5.248459958932238,0.0
5.0,0.0,3.0,17.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,7200.0,19.03,264.04,48000.0,19.18,9.0,1.0,3330.0,27.5,35.0,1.0,0.0,0.0,11.331964407939768,1.5003422313483916,0.0
10.0,1.0,5.0,27.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,14350.0,24.5,417.0,63000.0,22.04,12.0,1.0,13905.0,67.8,33.0,1.0,0.0,0.0,26.32991101984942,4.91170431211499,
3.0,0.0,1.0,7.0,2.0,3.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,21000.0,12.12,698.71,156000.0,6.23,15.0,0.0,38882.0,61.2,34.0,0.0,0.0,0.0,18.24777549623545,6.080766598220397,1.0
6.0,0.0,3.0,15.0,0.0,0.0,0.16350927959509962,0.0,0.0,1.0,0.0,0.0,5200.0,17.77,187.4,53550.0,13.76,11.0,0.0,12950.0,61.7,16.0,0.0,0.0,0.0,17.911019849418206,5.582477754962355,
4.0,0.0,3.0,17.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,33600.0,18.99,1077.33,78420.0,20.93,11.0,0.0,25685.0,62.8,14.0,0.0,0.0,0.0,12.331279945242985,1.6673511293634498,0.0
10.0,0.0,1.0,8.0,1.0,3.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,6925.0,12.49,231.64,51630.0,16.73,11.0,0.0,24320.0,36.7,28.0,0.0,0.0,0.0,25.582477754962355,4.8350444900752905,0.0
3.0,0.0,3.0,16.0,1.0,2.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,15000.0,16.55,531.44,110000.0,22.13,7.0,0.0,9723.0,77.8,27.0,0.0,0.0,0.0,14.414784394250514,3.249828884325804,0.0
8.0,0.0,2.0,14.0,0.0,0.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,10000.0,14.99,346.61,45000.0,23.58,10.0,0.0,11243.0,62.8,19.0,0.0,0.0,0.0,11.668720054757015,3.912388774811773,0.0
4.0,0.0,0.0,3.0,2.0,0.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,24000.0,7.26,743.91,80000.0,14.78,6.0,0.0,14819.0,79.7,7.0,0.0,0.0,0.0,10.74880219028063,3.501711156741957,0.0
10.0,0.0,0.0,1.0,0.0,5.0,0.16350927959509962,1.0,0.0,0.0,1.0,0.0,3000.0,6.24,91.6,120000.0,0.45,6.0,0.0,794.0,1.7,15.0,0.0,0.0,0.0,22.581793292265573,3.4168377823408624,0.0
10.0,0.0,0.0,4.0,0.0,0.0,0.16612302281343944,0.0,1.0,0.0,0.0,0.0,20000.0,7.96,626.36,62400.0,25.93,18.0,0.0,22057.0,29.2,25.0,0.0,0.0,0.0,20.750171115674195,0.7501711156741958,0.0
10.0,0.0,1.0,6.0,0.0,2.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,8400.0,9.93,270.77,100000.0,7.1,7.0,0.0,647.0,5.2,16.0,0.0,0.0,0.0,29.83436002737851,1.3305954825462012,1.0
4.0,0.0,3.0,18.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,4000.0,18.99,146.61,28000.0,23.45,6.0,0.0,8326.0,89.5,6.0,0.0,0.0,0.0,9.08145106091718,2.833675564681725,0.0
0.0,0.0,0.0,3.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,15000.0,7.39,465.84,140000.0,4.7,14.0,0.0,14348.0,65.4,25.0,0.0,0.0,0.0,36.91170431211499,2.913073237508556,0.0
2.0,0.0,2.0,11.0,1.0,2.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,10925.0,12.99,368.06,57800.0,25.03,16.0,0.0,13930.0,28.8,20.0,0.0,0.0,0.0,22.49965776865161,2.913073237508556,0.0
9.0,0.0,2.0,11.0,1.0,3.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,10000.0,14.33,343.39,36400.0,16.19,5.0,0.0,12426.0,95.6,13.0,0.0,0.0,0.0,22.91307323750856,5.500342231348392,1.0
4.0,0.0,3.0,17.0,1.0,0.0,0.15266271061339243,0.0,0.0,1.0,0.0,0.0,6000.0,18.99,219.91,75000.0,6.21,7.0,0.0,293.0,4.8,7.0,0.0,0.0,0.0,6.997946611909651,1.749486652977413,
5.0,1.0,1.0,9.0,2.0,4.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,20000.0,12.99,454.96,70000.0,7.03,12.0,0.0,11656.0,38.0,26.0,0.0,0.0,0.0,23.33196440793977,4.8350444900752905,1.0
6.0,0.0,4.0,21.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,9900.0,19.52,365.51,37000.0,3.82,18.0,0.0,1345.0,40.8,41.0,0.0,0.0,0.0,14.080766598220396,4.583162217659138,1.0
10.0,1.0,3.0,19.0,1.0,2.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,25600.0,17.86,648.13,75000.0,30.62,15.0,0.0,31581.0,73.6,30.0,0.0,0.0,0.0,14.74880219028063,3.583846680355921,0.0
6.0,0.0,2.0,10.0,0.0,2.0,0.16612302281343944,0.0,0.0,1.0,0.0,0.0,4000.0,12.99,134.76,89000.0,15.93,10.0,0.0,39784.0,87.8,19.0,0.0,0.0,0.0,30.99794661190965,4.249144421629021,0.0
0.0,1.0,2.0,11.0,1.0,2.0,0.16612302281343944,1.0,0.0,0.0,0.0,0.0,28775.0,13.35,659.89,57673.0,3.11,8.0,0.0,6369.0,8.8,17.0,0.0,0.0,0.0,16.416153319644078,4.6680355920602326,1.0
4.0,0.0,2.0,11.0,2.0,16.0,0.17142454549868447,0.0,0.0,1.0,0.0,0.0,4800.0,14.16,164.43,35000.0,16.32,10.0,1.0,3819.0,67.0,48.0,1.0,0.0,0.0,24.082135523613964,4.750171115674196,0.0
10.0,0.0,1.0,5.0,0.0,1.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,5000.0,8.18,157.1,33000.0,15.09,12.0,1.0,10913.0,72.0,33.0,1.0,0.0,0.0,19.082819986310746,3.164955509924709,1.0
3.0,0.0,1.0,6.0,1.0,2.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,15000.0,11.14,492.08,100000.0,28.79,12.0,0.0,16258.0,90.8,19.0,0.0,0.0,0.0,12.668035592060232,5.749486652977413,0.0
0.0,0.0,1.0,5.0,2.0,4.0,0.16350927959509962,1.0,0.0,0.0,1.0,0.0,6000.0,8.39,189.1,121200.0,6.23,15.0,0.0,15614.0,29.0,39.0,0.0,0.0,0.0,21.3305954825462,2.74880219028063,0.0
5.0,1.0,1.0,8.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,11800.0,13.11,269.16,63000.0,20.0,12.0,0.0,9254.0,14.9,39.0,0.0,0.0,0.0,20.750171115674195,6.666666666666667,0.0
10.0,0.0,5.0,28.0,1.0,0.0,0.3078493094406608,0.0,1.0,0.0,0.0,0.0,18700.0,24.99,743.41,55000.0,0.83,4.0,0.0,1867.0,23.0,15.0,0.0,0.0,0.0,40.91170431211499,4.750171115674196,0.0
0.0,0.0,2.0,11.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,5600.0,13.59,190.29,33936.0,26.45,7.0,0.0,5809.0,53.8,11.0,0.0,0.0,0.0,4.91170431211499,1.5824777549623543,1.0
10.0,0.0,0.0,4.0,2.0,0.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,8000.0,7.89,250.29,28461.0,14.0,5.0,1.0,3360.0,21.5,12.0,1.0,0.0,0.0,28.750171115674195,3.501711156741957,0.0
0.0,0.0,1.0,7.0,0.0,3.0,0.19611358478331362,0.0,0.0,1.0,1.0,0.0,3400.0,9.99,109.7,70000.0,11.62,6.0,4.0,5808.0,35.6,30.0,1.0,0.0,0.0,27.750855578370977,3.501711156741957,0.0
2.0,0.0,2.0,13.0,0.0,1.0,0.3078493094406608,0.0,0.0,1.0,0.0,0.0,8000.0,14.79,276.51,66000.0,14.65,11.0,0.0,14598.0,74.5,22.0,0.0,1.0,0.0,13.834360027378509,7.501711156741957,0.0
5.0,0.0,0.0,3.0,2.0,1.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,16000.0,6.92,493.45,70000.0,20.4,16.0,0.0,17064.0,29.7,46.0,0.0,0.0,0.0,17.582477754962355,3.912388774811773,0.0
10.0,0.0,1.0,8.0,2.0,6.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,8000.0,10.99,261.88,69000.0,10.66,13.0,0.0,5345.0,50.3,28.0,0.0,0.0,0.0,31.249828884325805,3.3319644079397674,0.0
10.0,0.0,3.0,16.0,1.0,0.0,0.23012062990948087,0.0,1.0,0.0,0.0,0.0,2850.0,16.55,100.98,14000.0,28.3,6.0,1.0,5743.0,31.8,11.0,0.0,0.0,1.0,24.750171115674195,3.3319644079397674,0.0
10.0,0.0,2.0,11.0,0.0,4.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,10850.0,12.88,364.96,50000.0,16.77,11.0,0.0,5418.0,35.0,27.0,0.0,0.0,0.0,26.49965776865161,3.082819986310746,
10.0,0.0,0.0,4.0,1.0,0.0,0.21991341629407252,0.0,0.0,1.0,1.0,0.0,5400.0,7.89,168.95,67488.0,6.24,3.0,1.0,4981.0,32.6,6.0,1.0,0.0,0.0,14.32991101984942,2.5817932922655715,0.0
7.0,1.0,4.0,20.0,0.0,8.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,22525.0,19.99,596.65,49000.0,25.47,12.0,0.0,20063.0,35.2,33.0,0.0,0.0,0.0,25.66735112936345,4.750171115674196,0.0
10.0,1.0,2.0,13.0,1.0,4.0,0.17142454549868447,1.0,0.0,0.0,0.0,0.0,32000.0,16.29,783.12,95000.0,23.14,21.0,0.0,34533.0,55.3,34.0,0.0,0.0,0.0,20.082135523613964,5.834360027378508,0.0
10.0,0.0,0.0,4.0,1.0,3.0,0.21991341629407252,1.0,0.0,0.0,1.0,0.0,6000.0,8.59,189.66,52000.0,31.32,15.0,0.0,13767.0,27.0,32.0,0.0,0.0,0.0,19.750855578370977,2.4996577686516086,0.0
10.0,0.0,4.0,21.0,2.0,3.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,26550.0,18.49,966.39,92000.0,10.97,12.0,1.0,2528.0,29.7,31.0,1.0,0.0,0.0,18.414784394250518,3.164955509924709,0.0
10.0,0.0,0.0,2.0,1.0,1.0,0.17142454549868447,1.0,0.0,0.0,0.0,0.0,7200.0,6.92,222.06,60000.0,24.3,20.0,0.0,10825.0,23.3,41.0,0.0,1.0,0.0,34.0807665982204,7.912388774811773,0.0
10.0,0.0,0.0,2.0,1.0,5.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,24000.0,6.89,739.85,100000.0,13.91,10.0,0.0,12229.0,42.5,20.0,0.0,0.0,0.0,14.74880219028063,3.249828884325804,1.0
7.0,0.0,2.0,11.0,1.0,0.0,0.16612302281343944,0.0,1.0,0.0,1.0,0.0,5600.0,14.03,191.48,50000.0,7.15,8.0,1.0,7499.0,27.4,8.0,1.0,0.0,0.0,4.164271047227926,0.5831622176591376,0.0
9.0,0.0,3.0,15.0,1.0,1.0,0.21991341629407252,0.0,0.0,1.0,0.0,0.0,24000.0,17.09,856.75,65000.0,8.29,8.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,9.9958932238193,1.4154688569472964,0.0
2.0,0.0,2.0,10.0,2.0,2.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,7500.0,12.79,251.95,27000.0,14.09,10.0,0.0,3197.0,29.1,11.0,0.0,0.0,0.0,8.91170431211499,2.329911019849418,0.0
6.0,0.0,1.0,6.0,0.0,3.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,18000.0,10.99,589.22,105000.0,13.02,25.0,0.0,10134.0,22.5,39.0,0.0,0.0,0.0,29.24845995893224,4.750171115674196,0.0
10.0,0.0,3.0,15.0,1.0,1.0,0.16350927959509962,1.0,0.0,0.0,1.0,0.0,1350.0,15.61,47.21,46800.0,28.67,30.0,0.0,47248.0,66.9,46.0,0.0,0.0,0.0,23.249828884325805,4.249144421629021,0.0
1.0,0.0,2.0,12.0,1.0,2.0,0.20956079697077099,1.0,0.0,0.0,0.0,0.0,7750.0,15.61,270.98,45000.0,26.08,9.0,0.0,7805.0,91.8,23.0,0.0,0.0,0.0,18.666666666666668,5.163586584531143,0.0
6.0,0.0,0.0,2.0,0.0,1.0,0.15266271061339243,0.0,0.0,1.0,0.0,0.0,4000.0,6.92,123.37,50000.0,14.76,10.0,0.0,14772.0,63.4,28.0,0.0,1.0,0.0,23.835728952772072,7.997262149212868,0.0
0.0,0.0,0.0,2.0,2.0,1.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,14000.0,7.24,433.82,70000.0,32.49,14.0,1.0,11261.0,18.4,31.0,1.0,0.0,0.0,13.9958932238193,2.16290212183436,
8.0,1.0,0.0,4.0,2.0,3.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,15000.0,7.89,303.36,75000.0,11.73,6.0,0.0,8954.0,46.2,19.0,0.0,0.0,0.0,16.750171115674195,2.913073237508556,0.0
9.0,1.0,2.0,13.0,2.0,2.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,11200.0,13.99,260.55,31500.0,27.96,14.0,1.0,11633.0,71.8,24.0,1.0,0.0,0.0,33.24845995893224,3.583846680355921,0.0
3.0,1.0,2.0,10.0,2.0,1.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,30000.0,12.29,671.74,75000.0,19.23,14.0,0.0,23461.0,36.7,25.0,0.0,0.0,0.0,27.91238877481177,3.501711156741957,0.0
4.0,0.0,2.0,13.0,2.0,2.0,0.16612302281343944,1.0,0.0,0.0,1.0,0.0,1500.0,14.46,51.61,110000.0,31.21,20.0,0.0,43094.0,64.8,37.0,0.0,0.0,0.0,20.249144421629023,2.833675564681725,0.0
10.0,0.0,2.0,12.0,1.0,1.0,0.16612302281343944,1.0,0.0,0.0,1.0,0.0,29700.0,15.8,1041.24,180000.0,14.65,9.0,0.0,14206.0,37.3,21.0,0.0,0.0,0.0,21.749486652977414,5.66735112936345,0.0
10.0,0.0,1.0,8.0,0.0,2.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,4800.0,11.44,158.15,50000.0,5.98,11.0,0.0,5176.0,28.4,31.0,0.0,0.0,0.0,20.331279945242983,4.164271047227926,1.0
10.0,1.0,3.0,16.0,2.0,3.0,0.17142454549868447,1.0,0.0,0.0,1.0,0.0,19300.0,16.29,472.32,43000.0,16.86,12.0,0.0,22249.0,62.0,22.0,0.0,0.0,0.0,18.414784394250518,4.501026694045175,1.0
10.0,0.0,0.0,0.0,0.0,5.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,8000.0,5.32,240.92,80000.0,21.42,18.0,0.0,3498.0,11.7,50.0,0.0,0.0,0.0,16.583162217659137,2.833675564681725,0.0
0.0,0.0,1.0,5.0,0.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,5000.0,10.16,161.72,56000.0,4.52,3.0,0.0,4038.0,62.1,17.0,0.0,0.0,0.0,19.668720054757017,5.582477754962355,0.0
10.0,0.0,1.0,5.0,0.0,7.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,15000.0,8.24,471.71,100000.0,26.14,12.0,0.0,26303.0,65.8,30.0,0.0,0.0,0.0,23.750855578370977,2.16290212183436,0.0
10.0,0.0,2.0,11.0,1.0,0.0,0.20956079697077099,0.0,0.0,1.0,0.0,0.0,2600.0,13.59,88.35,58000.0,33.59,11.0,0.0,5893.0,37.3,16.0,0.0,0.0,1.0,14.16290212183436,1.6673511293634498,0.0
10.0,0.0,1.0,8.0,1.0,0.0,0.17142454549868447,0.0,0.0,1.0,1.0,0.0,7000.0,13.11,236.23,24560.0,8.99,5.0,1.0,7044.0,67.1,11.0,1.0,0.0,1.0,20.83504449007529,5.582477754962355,0.0
0.0,0.0,2.0,11.0,2.0,0.0,0.20956079697077099,0.0,0.0,1.0,1.0,0.0,10000.0,12.99,336.9,29000.0,15.48,17.0,0.0,6066.0,38.4,30.0,0.0,0.0,0.0,20.83504449007529,2.833675564681725,0.0
2.0,0.0,2.0,14.0,2.0,1.0,0.17142454549868447,1.0,0.0,0.0,1.0,1.0,13200.0,16.91,470.03,40000.0,8.31,12.0,0.0,19894.0,39.8,15.0,0.0,0.0,0.0,3.501711156741957,0.2491444216290212,1.0
2.0,0.0,2.0,14.0,1.0,6.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,17050.0,14.65,588.13,39000.0,24.65,18.0,0.0,9356.0,30.5,40.0,0.0,0.0,0.0,18.0807665982204,3.501711156741957,
10.0,0.0,1.0,8.0,0.0,6.0,0.16350927959509962,1.0,0.0,0.0,1.0,0.0,4800.0,11.67,158.68,95000.0,20.46,7.0,0.0,8805.0,43.2,43.0,0.0,0.0,0.0,27.58384668035592,4.249144421629021,0.0
10.0,1.0,2.0,11.0,2.0,4.0,0.20956079697077099,1.0,0.0,0.0,1.0,0.0,27200.0,12.99,618.75,97000.0,6.52,19.0,0.0,24894.0,34.2,46.0,0.0,0.0,0.0,16.501026694045173,2.833675564681725,1.0
2.0,1.0,2.0,14.0,2.0,2.0,0.20956079697077099,0.0,1.0,0.0,1.0,1.0,25000.0,16.02,608.22,35000.0,4.73,6.0,0.0,36822.0,0.0,19.0,0.0,0.0,0.0,24.501026694045173,1.08145106091718,0.0
