loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,annual_inc,verification_status,loan_status,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,mort_acc_missing,credit_history_years,issue_years,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,initial_list_status_w,application_type_Joint App,emp_length_unknown
29975,1,26.06,898.54,6,34,5.0,88000.0,2,0,0.16216216216216217,9.64,5.0,0.0,43032,84.4,13.0,2.0,0.0,0,19.835728952772072,3.668720054757016,True,False,False,True,False,0
12800,1,13.33,293.41,2,12,10.0,60000.0,0,1,0.21166608452672023,27.36,16.0,0.0,32976,65.2,40.0,6.0,0.0,0,16.583162217659137,3.249828884325804,True,False,False,False,False,0
3000,0,13.23,101.42,2,10,0.0,31200.0,2,0,0.29850746268656714,20.08,8.0,0.0,3397,56.6,10.0,1.0,0.0,1,11.997262149212867,8.583162217659138,False,False,True,False,False,0
16000,1,12.12,356.89,1,7,10.0,40000.0,1,0,0.21166608452672023,23.79,14.0,0.0,15207,34.5,29.0,1.0,0.0,1,29.749486652977414,6.833675564681725,False,False,True,False,False,0
18000,1,24.5,523.07,5,27,10.0,75000.0,2,0,0.16351606805293006,28.24,16.0,0.0,32195,78.7,41.0,5.0,0.0,0,19.668720054757017,5.330595482546201,True,False,False,True,False,0
3000,0,7.99,94.0,0,4,10.0,105000.0,2,0,0.2225705329153605,9.81,21.0,0.0,18529,65.9,31.0,2.0,0.0,0,30.581793292265573,1.7494866529774127,True,False,False,True,False,0
10000,0,14.49,344.17,2,13,10.0,47780.0,2,0,0.1796875,23.36,20.0,1.0,10878,17.7,38.0,1.0,0.0,0,44.082135523613964,4.6680355920602326,False,True,False,True,False,1
1200,0,7.24,37.19,0,2,10.0,35000.0,0,0,0.21166608452672023,8.98,15.0,0.0,2136,5.5,28.0,2.0,0.0,0,21.749486652977414,2.080766598220397,False,False,True,False,False,1
15000,0,11.53,494.86,1,9,0.0,42000.0,2,1,0.21166608452672023,23.46,6.0,0.0,2264,55.2,35.0,2.0,0.0,0,18.666666666666668,3.8357289527720737,False,False,True,False,False,0
5000,0,21.45,189.54,3,19,5.0,40000.0,2,0,0.2225705329153605,5.16,2.0,0.0,2359,98.3,4.0,0.0,0.0,0,6.414784394250513,0.9117043121149897,False,False,True,True,False,0
8000,0,12.88,269.09,2,11,10.0,55000.0,2,0,0.21166608452672023,9.03,5.0,0.0,24339,96.6,19.0,3.0,0.0,0,22.748802190280628,3.082819986310746,True,False,False,True,False,0
5000,0,12.99,168.45,2,10,10.0,48000.0,2,0,0.2222222222222222,16.23,10.0,1.0,7569,49.8,17.0,0.0,0.0,0,18.581793292265573,4.164271047227926,False,False,True,True,False,0
3725,0,16.55,131.98,3,16,10.0,49000.0,2,0,0.21166608452672023,26.7,10.0,3.0,3781,23.2,20.0,2.0,0.0,0,16.249144421629023,3.164955509924709,True,False,False,True,False,0
21000,1,15.05,500.14,2,13,2.0,92000.0,0,0,0.21166608452672023,20.97,10.0,0.0,33806,93.9,33.0,12.0,0.0,0,16.331279945242983,1.08145106091718,True,False,False,True,False,0
6000,0,7.49,186.61,0,3,10.0,62000.0,0,0,0.21166608452672023,15.12,12.0,0.0,5515,44.8,18.0,2.0,0.0,0,23.912388774811774,3.997262149212868,True,False,False,True,False,0
5000,0,8.9,158.77,0,4,1.0,20800.0,0,0,0.2225705329153605,26.09,12.0,0.0,1471,1.4,24.0,0.0,0.0,0,25.3305954825462,5.500342231348392,False,False,True,True,False,0
4250,0,19.53,156.93,3,19,5.0,17000.0,2,0,0.16981132075471697,1.77,4.0,0.0,261,7.7,4.0,0.0,0.0,0,7.416837782340862,2.833675564681725,False,False,True,True,False,0
15000,0,9.99,483.94,1,5,2.0,45000.0,0,0,0.21166608452672023,21.12,10.0,0.0,9172,58.8,32.0,1.0,0.0,0,16.501026694045173,5.330595482546201,False,False,True,False,False,0
10000,0,23.88,391.7,4,21,10.0,45000.0,2,0,0.21166608452672023,33.2,8.0,0.0,5155,78.1,37.0,4.0,0.0,0,12.996577686516085,1.163586584531143,True,False,False,False,False,0
32100,0,11.99,1066.03,1,7,2.0,70000.0,1,0,0.1796875,2.14,4.0,0.0,3381,33.8,12.0,1.0,0.0,0,14.329911019849419,4.91170431211499,False,False,True,False,False,0
16625,0,20.99,626.27,4,24,10.0,47000.0,1,0,0.16351606805293006,33.53,22.0,2.0,16784,51.2,39.0,1.0,2.0,0,16.164271047227928,3.4168377823408624,True,False,False,False,False,0
4000,0,30.75,171.46,5,29,2.0,60000.0,0,0,0.21166608452672023,22.14,5.0,0.0,649,5.4,13.0,0.0,0.0,0,12.331279945242985,0.24914442162902123,False,False,True,True,False,0
4800,0,7.97,150.35,0,4,5.0,125000.0,2,0,0.16981132075471697,0.29,1.0,0.0,1024,7.8,5.0,0.0,0.0,0,7.750855578370979,1.5003422313483916,False,False,True,True,False,0
6000,0,12.69,201.27,2,11,5.0,40947.0,0,0,0.16351606805293006,17.09,8.0,2.0,3852,49.0,10.0,0.0,0.0,0,10.499657768651609,3.912388774811773,False,False,True,False,False,0
20000,0,11.47,659.24,1,9,5.0,88000.0,2,0,0.21166608452672023,13.88,9.0,0.0,10652,76.6,27.0,4.0,0.0,0,19.668720054757017,2.833675564681725,True,False,False,True,False,0
11800,1,19.99,312.57,4,23,1.0,60000.0,2,1,0.2225705329153605,15.3,14.0,0.0,7928,54.7,18.0,0.0,0.0,0,7.416837782340862,3.249828884325804,True,False,False,False,False,0
12000,0,10.07,387.61,1,6,6.0,110000.0,2,0,0.2225705329153605,10.96,6.0,0.0,7148,94.1,9.0,1.0,0.0,0,14.913073237508556,0.6680355920602327,False,False,True,True,False,0
20000,0,9.99,645.25,1,7,10.0,100000.0,2,0,0.21166608452672023,6.61,9.0,1.0,18202,70.8,31.0,2.0,1.0,0,25.749486652977414,3.3319644079397674,False,False,True,True,False,0
16000,0,11.99,531.36,2,10,10.0,47000.0,1,0,0.21166608452672023,26.28,9.0,0.0,12205,70.5,35.0,0.0,0.0,0,20.996577686516083,2.9130732375085557,False,True,False,True,False,1
16000,0,5.32,481.84,0,0,10.0,86000.0,0,0,0.16351606805293006,8.64,14.0,0.0,25409,26.8,23.0,3.0,0.0,0,37.4154688569473,3.164955509924709,True,False,False,True,False,0
16000,1,9.49,335.96,1,6,2.0,73000.0,0,0,0.21166608452672023,17.05,13.0,0.0,21805,54.5,27.0,1.0,0.0,0,16.249144421629023,4.164271047227926,True,False,False,True,False,0
10000,0,12.69,335.45,1,9,1.0,40000.0,0,1,0.16351606805293006,16.53,4.0,0.0,3839,85.3,10.0,1.0,0.0,1,14.080766598220396,7.1649555099247095,False,False,True,False,False,0
34725,0,24.85,1377.91,4,22,10.0,97500.0,1,1,0.16351606805293006,32.82,22.0,0.0,122044,49.6,46.0,2.0,0.0,0,25.9958932238193,1.5824777549623545,True,False,False,True,False,0
20000,0,10.99,654.68,1,6,10.0,55000.0,2,0,0.16351606805293006,20.27,21.0,1.0,15553,67.9,39.0,0.0,0.0,0,31.50171115674196,4.91170431211499,False,False,True,False,False,0
4000,0,13.49,135.73,2,11,3.0,31200.0,2,0,0.21166608452672023,18.77,4.0,0.0,4595,97.8,21.0,0.0,0.0,0,10.329911019849419,2.2477754962354553,False,False,True,True,False,0
4800,0,8.24,150.95,1,5,10.0,77000.0,0,1,0.2225705329153605,14.75,8.0,2.0,11517,94.4,25.0,0.0,0.0,0,32.33127994524298,1.834360027378508,False,False,True,False,False,0
10400,0,18.49,378.55,3,16,5.0,65000.0,0,0,0.16351606805293006,14.51,12.0,0.0,10699,93.9,23.0,0.0,0.0,0,18.414784394250514,6.16290212183436,False,False,True,True,False,0
28000,0,12.49,936.57,1,9,10.0,61000.0,1,1,0.16351606805293006,13.54,11.0,0.0,29529,73.3,23.0,0.0,0.0,0,29.248459958932237,4.249144421629021,False,True,False,True,False,0
8000,0,20.75,300.38,4,21,10.0,20000.0,2,1,0.21166608452672023,31.03,6.0,0.0,3173,29.4,15.0,0.0,0.0,0,16.331279945242983,2.833675564681725,False,False,True,False,False,0
14525,1,16.55,357.48,3,16,2.0,50000.0,2,0,0.21166608452672023,33.56,11.0,1.0,17185,77.1,23.0,0.0,1.0,0,15.16495550992471,3.7508555783709787,False,False,True,False,False,0
4000,0,13.49,135.73,2,11,4.0,48000.0,2,0,0.2225705329153605,5.48,7.0,0.0,4875,97.5,12.0,3.0,0.0,0,28.331279945242983,2.4996577686516086,False,False,True,True,False,0
26525,1,13.59,611.57,2,11,5.0,74000.0,2,0,0.16351606805293006,10.22,14.0,1.0,5436,12.9,35.0,0.0,1.0,0,12.83504449007529,0.9117043121149897,True,False,False,True,False,0
6500,0,6.97,200.62,0,2,10.0,120000.0,2,0,0.21166608452672023,10.6,9.0,1.0,503,1.7,14.0,1.0,0.0,0,18.49965776865161,2.74880219028063,True,False,False,True,False,0
10000,1,18.2,255.03,4,20,10.0,35000.0,1,1,0.17096774193548386,31.89,11.0,0.0,5434,56.6,27.0,1.0,0.0,0,25.50034223134839,3.082819986310746,True,False,False,True,False,1
10000,1,19.03,259.58,3,17,2.0,54000.0,0,1,0.2225705329153605,34.72,9.0,0.0,14327,77.0,12.0,0.0,0.0,0,16.249144421629023,1.4154688569472964,False,False,True,True,False,0
5000,1,12.99,113.74,1,8,8.0,45000.0,1,0,0.21166608452672023,14.64,15.0,0.0,2596,5.2,39.0,4.0,0.0,0,18.414784394250514,5.163586584531143,True,False,False,True,False,0
15000,0,15.99,527.29,2,14,8.0,265000.0,1,0,0.17096774193548386,9.28,19.0,2.0,22900,42.1,29.0,2.0,2.0,0,31.33196440793977,2.16290212183436,True,False,False,True,False,0
18000,1,13.99,418.74,2,10,1.0,44000.0,2,1,0.21166608452672023,15.25,7.0,0.0,6934,60.3,10.0,0.0,0.0,0,17.83436002737851,6.666666666666667,False,False,True,False,False,0
5000,0,10.15,161.69,1,6,3.0,36000.0,0,0,0.16351606805293006,23.57,14.0,0.0,10567,31.5,24.0,0.0,0.0,0,10.247775496235455,4.249144421629021,False,False,True,True,False,0
20000,1,13.99,465.27,2,13,5.0,80000.0,0,1,0.21166608452672023,17.33,8.0,1.0,8835,58.9,19.0,1.0,1.0,0,16.331279945242983,3.249828884325804,True,False,False,True,False,0
20000,1,13.35,458.66,2,11,4.0,115000.0,2,1,0.21166608452672023,18.71,13.0,0.0,15468,61.9,32.0,7.0,0.0,0,19.416837782340863,4.331279945242985,True,False,False,False,False,0
13200,1,11.67,291.44,1,8,3.0,35000.0,1,0,0.16351606805293006,8.57,9.0,0.0,10469,32.8,19.0,0.0,0.0,0,22.414784394250514,4.164271047227926,False,True,False,True,False,0
14800,1,16.99,367.74,3,17,3.0,75000.0,1,0,0.16351606805293006,26.16,17.0,0.0,46030,72.7,25.0,1.0,0.0,0,20.83504449007529,3.583846680355921,True,False,False,True,False,0
12000,0,6.99,370.48,0,2,10.0,55000.0,2,0,0.21166608452672023,34.0,16.0,0.0,9289,22.0,26.0,1.0,0.0,0,18.581793292265573,3.912388774811773,False,False,True,False,False,0
11750,0,19.99,436.62,4,23,6.0,60000.0,2,0,0.17096774193548386,24.84,13.0,0.0,9547,37.0,25.0,1.0,0.0,0,17.415468856947296,3.082819986310746,True,False,False,True,False,0
10000,0,12.29,333.53,2,10,3.0,55000.0,2,0,0.21166608452672023,14.97,9.0,1.0,4760,34.7,17.0,0.0,1.0,0,21.83436002737851,3.668720054757016,False,False,True,False,False,0
12000,0,11.99,398.52,1,9,6.0,78000.0,2,0,0.21166608452672023,10.89,11.0,1.0,21314,54.5,42.0,2.0,1.0,0,22.49965776865161,3.997262149212868,True,False,False,False,False,0
5500,0,14.74,189.96,3,17,8.0,26784.0,0,0,0.21166608452672023,21.33,11.0,0.0,12041,59.3,21.0,1.0,0.0,1,19.249828884325805,9.749486652977414,False,False,True,False,False,0
10000,0,10.99,327.34,1,8,2.0,70000.0,2,0,0.16351606805293006,3.98,6.0,0.0,7548,59.9,8.0,0.0,0.0,0,16.91170431211499,3.3319644079397674,False,False,True,True,False,0
20500,1,27.88,636.81,6,32,8.0,41000.0,2,0,0.21166608452672023,25.91,9.0,1.0,2842,38.9,29.0,7.0,1.0,0,15.249828884325805,3.583846680355921,True,False,False,True,False,0
8000,0,12.49,267.6,1,9,10.0,70755.0,1,1,0.21166608452672023,29.34,15.0,0.0,10977,62.0,94.0,0.0,0.0,0,29.749486652977414,4.249144421629021,False,False,True,False,False,0
6000,0,18.49,218.4,3,16,0.0,60000.0,0,0,0.21166608452672023,4.84,11.0,0.0,5351,66.1,12.0,0.0,0.0,0,10.080766598220396,6.247775496235455,False,True,False,False,False,0
8875,0,17.27,317.62,2,14,4.0,25691.0,0,1,0.21166608452672023,10.23,9.0,0.0,5175,45.1,11.0,0.0,0.0,0,11.082819986310746,6.414784394250513,False,False,True,False,False,0
10000,0,12.39,334.01,2,10,10.0,31814.0,2,1,0.16351606805293006,36.7,11.0,0.0,21954,84.8,21.0,2.0,0.0,0,29.749486652977414,3.997262149212868,False,False,True,False,False,0
16175,0,17.86,583.63,3,19,10.0,60000.0,1,1,0.21166608452672023,25.04,15.0,1.0,8719,50.4,26.0,1.0,1.0,0,10.74880219028063,3.5017111567419574,True,False,False,False,False,0
35000,1,12.74,791.71,2,10,10.0,73000.0,1,0,0.16351606805293006,21.72,11.0,0.0,35829,58.0,22.0,4.0,0.0,0,19.082819986310746,1.9110198494182067,True,False,False,True,True,0
6000,0,13.18,202.69,2,12,5.0,60000.0,2,1,0.29850746268656714,23.58,10.0,0.0,11658,87.7,12.0,0.0,0.0,0,21.9958932238193,3.082819986310746,False,False,True,True,False,0
13575,1,13.99,315.8,2,12,10.0,180000.0,0,0,0.29850746268656714,15.12,9.0,0.0,0,0.0,42.0,1.0,0.0,1,23.912388774811774,7.501711156741957,True,False,False,False,False,0
19950,0,9.71,641.02,1,5,2.0,56000.0,1,0,0.16351606805293006,29.83,7.0,0.0,27994,73.9,25.0,0.0,0.0,0,17.3305954825462,5.415468856947296,True,False,False,False,False,0
28550,0,18.54,1039.91,4,20,10.0,65000.0,2,0,0.21166608452672023,21.63,14.0,0.0,30667,88.1,20.0,0.0,0.0,0,12.668035592060233,3.997262149212868,False,False,True,False,False,0
10000,0,7.51,311.11,0,2,2.0,80000.0,0,1,0.21166608452672023,19.56,13.0,0.0,21640,72.2,23.0,1.0,0.0,1,35.501711156741955,7.1649555099247095,False,False,True,False,False,0
7925,0,19.52,292.59,3,18,6.0,54000.0,1,1,0.22972972972972974,26.73,16.0,0.0,6788,64.6,26.0,0.0,0.0,0,16.83504449007529,5.415468856947296,False,False,True,False,False,0
4200,0,10.99,137.49,1,6,10.0,28800.0,1,0,0.16351606805293006,10.29,7.0,0.0,12573,37.9,21.0,3.0,0.0,0,24.331279945242983,4.7501711156741955,True,False,False,False,False,1
3000,0,8.24,94.35,1,5,0.0,35000.0,2,0,0.21166608452672023,8.18,7.0,1.0,684,3.3,27.0,2.0,1.0,0,24.249144421629023,1.834360027378508,False,False,True,True,False,0
10000,0,17.27,357.88,2,14,10.0,67323.0,0,1,0.21166608452672023,8.3,10.0,0.0,10993,78.5,11.0,0.0,0.0,0,17.163586584531142,6.247775496235455,False,True,False,False,False,0
7000,0,12.42,233.91,1,8,7.0,82000.0,0,0,0.21166608452672023,12.0,6.0,0.0,25334,71.6,31.0,1.0,0.0,1,16.583162217659137,7.082819986310746,True,False,False,False,False,0
5250,0,23.7,205.15,5,25,10.0,71000.0,0,0,0.21166608452672023,19.08,7.0,1.0,2265,75.5,8.0,1.0,1.0,0,21.415468856947296,4.91170431211499,False,False,True,False,False,0
15000,1,12.74,339.31,2,10,5.0,52000.0,0,0,0.21166608452672023,13.2,15.0,0.0,11228,29.5,22.0,0.0,0.0,0,20.164271047227928,1.9110198494182067,False,False,True,True,False,0
24000,0,16.99,855.55,3,15,10.0,60000.0,1,0,0.16351606805293006,20.04,16.0,0.0,21773,95.3,28.0,2.0,0.0,0,16.91170431211499,2.4996577686516086,True,False,False,True,False,0
3000,0,7.39,93.17,0,3,10.0,72000.0,0,0,0.2225705329153605,11.0,8.0,0.0,2468,34.8,30.0,5.0,0.0,0,38.666666666666664,2.74880219028063,False,True,False,True,False,0
4950,0,21.6,188.02,4,22,10.0,85000.0,2,0,0.2225705329153605,19.43,23.0,0.0,9180,65.1,56.0,1.0,0.0,0,24.83504449007529,5.415468856947296,True,False,False,True,False,0
18000,0,10.16,582.17,1,5,2.0,40000.0,0,0,0.16351606805293006,15.12,10.0,0.0,12211,54.1,21.0,2.0,0.0,0,16.996577686516083,5.66735112936345,True,False,False,False,False,0
12375,1,18.25,315.93,3,17,0.0,165000.0,2,0,0.21166608452672023,8.11,11.0,1.0,6129,87.6,31.0,2.0,1.0,0,27.082819986310746,4.91170431211499,True,False,False,False,False,0
8000,0,14.49,275.33,2,13,3.0,25000.0,0,0,0.21166608452672023,13.25,20.0,0.0,10179,58.8,25.0,0.0,0.0,0,8.41615331964408,4.249144421629021,False,True,False,False,False,0
2200,0,21.18,83.09,4,22,10.0,39000.0,0,0,0.22972972972972974,23.51,11.0,1.0,10166,64.3,17.0,0.0,1.0,0,36.41615331964408,4.7501711156741955,False,False,True,True,False,0
18000,0,13.99,615.11,2,13,10.0,48000.0,1,0,0.16351606805293006,13.75,6.0,1.0,7672,52.0,16.0,2.0,1.0,0,28.91170431211499,3.3319644079397674,True,False,False,True,False,0
6500,0,13.35,220.11,2,11,2.0,30000.0,2,0,0.21166608452672023,8.6,3.0,0.0,6328,79.1,4.0,0.0,0.0,0,12.41615331964408,4.249144421629021,False,False,True,False,False,0
8000,0,12.74,268.56,2,10,10.0,42000.0,0,0,0.21166608452672023,16.37,10.0,1.0,6258,57.4,36.0,3.0,1.0,0,20.501026694045173,1.9110198494182067,False,False,True,True,False,0
4600,0,11.53,151.76,1,9,2.0,54000.0,0,0,0.2225705329153605,20.56,22.0,0.0,2860,36.2,32.0,0.0,0.0,0,10.329911019849419,3.5017111567419574,False,False,True,False,False,0
6000,0,14.49,206.5,2,13,2.0,32000.0,2,0,0.21166608452672023,10.13,5.0,0.0,1382,36.4,7.0,0.0,0.0,0,11.75085557837098,2.4996577686516086,False,False,True,True,False,0
10000,0,15.41,348.67,3,15,8.0,52340.0,2,0,0.16351606805293006,36.85,26.0,0.0,40139,77.4,34.0,0.0,0.0,0,12.996577686516085,3.164955509924709,False,False,True,False,False,0
13600,1,13.99,316.38,2,13,0.0,65000.0,2,0,0.21166608452672023,27.7,17.0,1.0,13880,46.9,35.0,4.0,1.0,0,18.581793292265573,3.7508555783709787,True,False,False,True,False,0
5000,0,13.99,170.87,2,12,7.0,20000.0,2,1,0.21166608452672023,16.21,6.0,0.0,11312,59.5,8.0,1.0,0.0,0,15.16495550992471,2.080766598220397,False,False,True,True,False,0
15000,0,18.55,546.44,3,16,7.0,142000.0,2,0,0.21166608452672023,24.11,17.0,0.0,29194,90.4,36.0,4.0,0.0,0,33.9958932238193,5.163586584531143,True,False,False,False,False,0
7500,0,15.37,261.35,3,19,0.0,35004.0,2,0,0.21166608452672023,24.61,6.0,0.0,1685,38.3,6.0,1.0,0.0,1,13.582477754962355,9.749486652977414,False,False,True,False,False,0
3200,0,10.16,103.5,1,5,6.0,45000.0,0,0,0.21166608452672023,16.17,9.0,0.0,4283,63.9,24.0,2.0,0.0,0,20.249144421629023,6.329911019849418,True,False,False,False,False,0
6400,0,12.99,215.62,2,11,10.0,26500.0,2,0,0.17096774193548386,11.05,4.0,0.0,363,8.4,8.0,0.0,0.0,0,7.835728952772074,2.833675564681725,False,False,True,True,False,0
11000,0,13.53,373.45,1,9,10.0,61000.0,0,0,0.21166608452672023,6.3,13.0,0.0,12851,34.3,18.0,4.0,0.0,0,16.164271047227928,4.91170431211499,True,False,False,True,False,0
13000,0,8.24,408.82,1,5,1.0,84900.0,2,0,0.21166608452672023,25.27,12.0,1.0,14470,57.0,16.0,0.0,1.0,0,24.91170431211499,1.995893223819302,False,False,True,True,False,0
22525,1,19.99,596.65,4,20,7.0,49000.0,0,1,0.21166608452672023,25.47,12.0,0.0,20063,35.2,33.0,8.0,0.0,0,25.66735112936345,4.7501711156741955,True,False,False,True,False,0
5000,0,11.99,166.05,2,10,2.0,19000.0,2,0,0.2225705329153605,25.77,8.0,0.0,10702,98.2,11.0,0.0,0.0,0,21.3305954825462,3.082819986310746,False,False,True,True,False,0
35000,1,9.99,743.48,1,7,10.0,155500.0,2,0,0.16351606805293006,26.76,18.0,0.0,85627,40.4,24.0,1.0,0.0,0,39.997262149212865,3.249828884325804,True,False,False,True,False,0
10000,0,15.31,348.18,2,11,8.0,65000.0,0,0,0.1796875,12.33,14.0,0.0,21225,73.2,26.0,1.0,0.0,0,21.3305954825462,6.329911019849418,True,False,False,False,False,0
10000,1,13.99,232.64,2,12,10.0,46000.0,0,0,0.21166608452672023,15.18,13.0,1.0,8748,33.6,30.0,5.0,1.0,0,19.835728952772072,2.2477754962354553,True,False,False,False,False,0
4000,0,10.42,129.86,1,7,2.0,93000.0,0,0,0.2225705329153605,21.86,27.0,0.0,6879,19.0,42.0,1.0,0.0,0,12.331279945242985,1.5824777549623545,True,False,False,True,False,0
5000,0,11.99,166.05,2,10,8.0,45700.0,2,0,0.16351606805293006,31.04,10.0,0.0,1455,7.3,19.0,0.0,0.0,0,16.996577686516083,2.833675564681725,False,False,True,True,False,0
14000,0,8.18,439.88,1,5,7.0,60000.0,0,0,0.16351606805293006,24.56,7.0,0.0,11678,51.4,36.0,0.0,0.0,0,14.080766598220396,3.4168377823408624,False,True,False,False,False,0
20000,0,6.03,608.72,0,0,10.0,105000.0,1,0,0.21166608452672023,29.06,12.0,0.0,23736,24.1,30.0,4.0,0.0,0,31.082819986310746,5.415468856947296,True,False,False,False,False,0
21000,1,12.69,474.49,2,11,1.0,170000.0,2,1,0.17096774193548386,21.4,12.0,0.0,25155,78.4,25.0,3.0,0.0,0,20.249144421629023,3.8357289527720737,False,True,False,True,False,0
14400,0,10.49,467.97,1,6,7.0,150000.0,0,0,0.21166608452672023,28.62,15.0,0.0,22174,66.2,29.0,2.0,0.0,0,16.583162217659137,1.834360027378508,False,True,False,False,False,0
35000,1,19.52,917.97,4,21,2.0,125000.0,2,0,0.17096774193548386,12.76,15.0,1.0,2072,26.2,32.0,2.0,0.0,0,19.249828884325805,4.41615331964408,True,False,False,False,False,0
30000,0,9.49,960.85,1,6,10.0,85000.0,1,0,0.16351606805293006,32.73,16.0,0.0,54504,64.0,28.0,6.0,0.0,0,17.9958932238193,2.414784394250513,True,False,False,True,False,0
7500,0,13.33,253.9,2,12,3.0,50000.0,2,0,0.2225705329153605,20.54,6.0,0.0,5890,63.3,7.0,0.0,0.0,0,8.24914442162902,3.3319644079397674,False,False,True,False,False,0
10000,0,8.38,315.12,1,5,10.0,70000.0,2,0,0.16351606805293006,23.62,14.0,1.0,10314,74.7,30.0,3.0,1.0,0,24.164271047227928,3.082819986310746,False,False,True,True,False,0
32000,0,10.15,1034.81,1,6,3.0,70000.0,1,0,0.21166608452672023,34.39,14.0,0.0,24478,54.6,33.0,1.0,0.0,0,23.583846680355922,4.331279945242985,False,True,False,False,False,0
9000,0,6.03,273.92,0,0,2.0,34000.0,2,0,0.16351606805293006,18.57,6.0,0.0,1418,5.5,18.0,0.0,0.0,0,28.750171115674195,3.997262149212868,False,False,True,True,False,0
15500,0,13.33,524.73,2,12,9.0,106000.0,0,0,0.21166608452672023,24.83,24.0,0.0,29677,81.3,48.0,3.0,0.0,0,22.748802190280628,3.4168377823408624,True,False,False,True,False,0
6000,0,13.66,204.08,2,12,8.0,67400.0,0,0,0.21166608452672023,9.27,5.0,0.0,5418,45.9,16.0,0.0,0.0,0,8.24914442162902,3.997262149212868,False,False,True,False,False,0
14400,0,9.99,464.58,1,7,1.0,50000.0,0,0,0.16351606805293006,14.04,9.0,0.0,22747,66.7,20.0,1.0,0.0,0,19.33196440793977,3.5017111567419574,False,False,True,False,False,0
8400,0,10.99,274.97,1,8,9.0,50000.0,1,0,0.16351606805293006,27.6,10.0,0.0,23088,56.4,23.0,0.0,0.0,0,21.3305954825462,3.3319644079397674,False,False,True,False,False,0
5000,0,12.99,168.45,2,10,0.0,39000.0,2,0,0.21166608452672023,3.69,8.0,1.0,3291,50.6,30.0,0.0,1.0,0,15.249828884325805,4.249144421629021,True,False,False,False,False,0
25000,0,12.59,837.43,2,11,2.0,55000.0,2,0,0.1796875,13.7,11.0,0.0,132,0.8,23.0,0.0,0.0,0,11.835728952772074,3.164955509924709,False,False,True,True,False,0
24000,0,6.49,735.47,0,1,10.0,100000.0,1,0,0.21166608452672023,17.23,17.0,0.0,21397,27.4,33.0,2.0,0.0,0,16.91170431211499,2.833675564681725,True,False,False,True,False,0
9650,0,30.89,414.38,6,32,10.0,168000.0,1,0,0.2225705329153605,17.76,16.0,0.0,34242,92.8,20.0,0.0,0.0,0,14.414784394250514,1.9110198494182067,True,False,False,False,False,0
14400,1,16.99,357.8,3,15,10.0,90500.0,2,0,0.21166608452672023,8.7,10.0,1.0,11623,21.2,32.0,4.0,1.0,0,21.248459958932237,1.7494866529774127,False,False,True,True,False,0
4000,0,17.77,144.15,3,15,10.0,77000.0,1,0,0.2225705329153605,6.02,3.0,0.0,19831,99.2,15.0,1.0,0.0,0,19.249828884325805,5.66735112936345,True,False,False,False,False,0
35000,1,19.53,918.16,3,19,10.0,140000.0,2,0,0.21166608452672023,7.23,12.0,0.0,24152,47.6,34.0,5.0,0.0,0,23.33196440793977,2.833675564681725,True,False,False,True,False,0
8000,0,11.12,262.37,1,7,0.0,70000.0,1,0,0.1796875,11.55,11.0,1.0,8609,69.4,22.0,1.0,1.0,1,36.668035592060235,8.501026694045175,True,False,False,False,False,0
13775,0,9.99,444.42,1,7,2.0,35963.0,2,1,0.16351606805293006,21.46,10.0,1.0,7582,62.7,12.0,3.0,1.0,0,13.500342231348391,3.4168377823408624,True,False,False,False,False,0
10000,0,7.26,309.97,0,3,10.0,60000.0,2,0,0.16351606805293006,14.66,8.0,0.0,6874,47.4,12.0,0.0,0.0,0,14.329911019849419,3.164955509924709,False,True,False,True,False,0
26400,1,13.99,614.15,2,13,7.0,71000.0,1,0,0.21166608452672023,25.59,14.0,0.0,65017,70.8,28.0,1.0,0.0,0,18.32991101984942,3.668720054757016,True,False,False,True,False,0
20000,1,14.99,475.7,2,14,10.0,70000.0,2,1,0.16351606805293006,13.9,6.0,0.0,7205,70.0,20.0,5.0,0.0,0,22.32991101984942,4.331279945242985,True,False,False,True,False,0
2000,0,6.97,61.73,0,2,10.0,54000.0,2,0,0.21166608452672023,5.04,7.0,0.0,3360,33.9,31.0,3.0,0.0,0,25.50034223134839,2.6666666666666665,True,False,False,True,False,0
29175,1,24.08,840.67,5,26,10.0,73200.0,1,0,0.22972972972972974,5.36,2.0,0.0,13650,91.0,7.0,4.0,0.0,0,18.666666666666668,5.08145106091718,True,False,False,False,False,0
16000,0,16.29,564.81,3,16,10.0,72000.0,1,1,0.21166608452672023,18.42,8.0,0.0,12710,63.2,11.0,0.0,0.0,0,30.414784394250514,4.41615331964408,True,False,False,False,False,0
12000,0,9.67,385.35,1,5,10.0,38000.0,0,0,0.21166608452672023,8.59,9.0,0.0,13170,52.1,25.0,1.0,0.0,0,15.416837782340862,5.163586584531143,True,False,False,True,False,0
6000,0,11.06,196.61,1,7,10.0,70000.0,1,0,0.2,16.92,11.0,0.0,2619,13.2,42.0,3.0,0.0,0,18.16290212183436,0.33127994524298426,True,False,False,True,False,0
